locus_tag	ftype	gene	EC_number	product
GCA_001911775_00071	CDS	tyrP		Tyrosine-specific transport protein
GCA_001911775_00072	CDS			hypothetical protein
GCA_001911775_00073	CDS	ftnA_1	1.16.3.2	Bacterial non-heme ferritin
GCA_001911775_00074	CDS			hypothetical protein
GCA_001911775_00075	CDS			hypothetical protein
GCA_001911775_00076	CDS	ftnA_2	1.16.3.2	Bacterial non-heme ferritin
GCA_001911775_00077	CDS	araF		L-arabinose-binding periplasmic protein
GCA_001911775_00078	CDS	araG	3.6.3.17	Arabinose import ATP-binding protein AraG
GCA_001911775_00079	CDS	rbsC_1		Ribose import permease protein RbsC
GCA_001911775_00080	CDS	otsB	3.1.3.12	Trehalose-6-phosphate phosphatase
GCA_001911775_00081	CDS	otsA	2.4.1.15	Trehalose-6-phosphate synthase
GCA_001911775_00082	CDS	uspC		Universal stress protein C
GCA_001911775_00083	CDS	flhD		Flagellar transcriptional regulator FlhD
GCA_001911775_00084	CDS	flhC		Flagellar transcriptional regulator FlhC
GCA_001911775_00085	CDS	motA		Motility protein A
GCA_001911775_00086	CDS	motB		Motility protein B
GCA_001911775_00087	CDS	cheA	2.7.13.3	Chemotaxis protein CheA
GCA_001911775_00088	CDS	cheW		Chemotaxis protein CheW
GCA_001911775_00089	CDS	tar		Methyl-accepting chemotaxis protein II
GCA_001911775_00090	CDS	tap		Methyl-accepting chemotaxis protein IV
GCA_001911775_00091	CDS	cheR	2.1.1.80	Chemotaxis protein methyltransferase
GCA_001911775_00092	CDS	cheB	3.1.1.61	Chemotaxis response regulator protein-glutamate methylesterase
GCA_001911775_00093	CDS	cheY		Chemotaxis protein CheY
GCA_001911775_00094	CDS			hypothetical protein
GCA_001911775_00095	CDS	flhB		Flagellar biosynthetic protein FlhB
GCA_001911775_00096	CDS	flhA_1		Flagellar biosynthesis protein FlhA
GCA_001911775_00097	CDS	flhE		Flagellar protein FlhE
GCA_001911775_00098	CDS			hypothetical protein
GCA_001911775_00099	CDS	argS	6.1.1.19	Arginine--tRNA ligase
GCA_001911775_00100	CDS			hypothetical protein
GCA_001911775_00101	CDS	cutC_1		Copper homeostasis protein CutC
GCA_001911775_00102	CDS	torY		Cytochrome c-type protein TorY
GCA_001911775_00103	CDS	torZ	1.7.2.3	Trimethylamine-N-oxide reductase 2
GCA_001911775_00104	CDS			hypothetical protein
GCA_001911775_00105	CDS	bhsA_1		Multiple stress resistance protein BhsA
GCA_001911775_00106	CDS			hypothetical protein
GCA_001911775_00107	CDS		1.14.11.-	PKHD-type hydroxylase
GCA_001911775_00108	CDS	fiu		Catecholate siderophore receptor Fiu
GCA_001911775_00109	CDS	bhsA_2		Multiple stress resistance protein BhsA
GCA_001911775_00110	CDS	rlmF	2.1.1.181	Ribosomal RNA large subunit methyltransferase F
GCA_001911775_00111	CDS	ybiO		Moderate conductance mechanosensitive channel YbiO
GCA_001911775_00112	CDS	glnQ_1		Glutamine transport ATP-binding protein GlnQ
GCA_001911775_00113	CDS	glnP		Glutamine transport system permease protein GlnP
GCA_001911775_00114	CDS	glnH		Glutamine-binding periplasmic protein
GCA_001911775_00115	CDS	dps	1.16.-.-	DNA protection during starvation protein
GCA_001911775_00116	CDS	rhtA		Threonine/homoserine exporter RhtA
GCA_001911775_00117	CDS	ompX_1		Outer membrane protein X
GCA_001911775_00118	CDS	opgE	2.7.-.-	Phosphoethanolamine transferase OpgE
GCA_001911775_00119	CDS	mntS		Small protein MntS
GCA_001911775_00120	CDS	mntR		Transcriptional regulator MntR
GCA_001911775_00121	CDS	ybiR		Inner membrane protein YbiR
GCA_001911775_00122	CDS	ybiS	2.-.-.-	putative L,D-transpeptidase YbiS
GCA_001911775_00123	CDS	ybiT		putative ABC transporter ATP-binding protein YbiT
GCA_001911775_00124	CDS	ybhA_1	3.1.3.74	Pyridoxal phosphate phosphatase YbhA
GCA_001911775_00125	CDS	cysA_1	3.6.3.25	Sulfate/thiosulfate import ATP-binding protein CysA
GCA_001911775_00126	CDS	modB		Molybdenum transport system permease protein ModB
GCA_001911775_00127	CDS	modA		Molybdate-binding periplasmic protein
GCA_001911775_00128	CDS	acrZ		Multidrug efflux pump accessory protein AcrZ
GCA_001911775_00129	CDS	modE		Transcriptional regulator ModE
GCA_001911775_00130	CDS	ylmA	3.6.3.-	putative ABC transporter ATP-binding protein YlmA
GCA_001911775_00131	CDS	galE	5.1.3.2	UDP-glucose 4-epimerase
GCA_001911775_00132	CDS	galT	2.7.7.12	Galactose-1-phosphate uridylyltransferase
GCA_001911775_00133	CDS	galK	2.7.1.6	Galactokinase
GCA_001911775_00134	CDS	galM_1	5.1.3.3	Aldose 1-epimerase
GCA_001911775_00135	CDS	gpmA	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
GCA_001911775_00136	CDS	aroG	2.5.1.54	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive
GCA_001911775_00137	CDS			hypothetical protein
GCA_001911775_00138	CDS	zitB		Zinc transporter ZitB
GCA_001911775_00139	CDS	pnuC		Nicotinamide riboside transporter PnuC
GCA_001911775_00140	CDS	nadA_1	2.5.1.72	Quinolinate synthase A
GCA_001911775_00141	tRNA			tRNA-Lys(ttt)
GCA_001911775_00142	tRNA			tRNA-Lys(ttt)
GCA_001911775_00143	CDS			hypothetical protein
GCA_001911775_00144	CDS			hypothetical protein
GCA_001911775_00145	CDS			hypothetical protein
GCA_001911775_00146	CDS			hypothetical protein
GCA_001911775_00147	CDS			hypothetical protein
GCA_001911775_00148	CDS			hypothetical protein
GCA_001911775_00149	CDS			hypothetical protein
GCA_001911775_00150	CDS			hypothetical protein
GCA_001911775_00151	CDS			hypothetical protein
GCA_001911775_00152	CDS	xerD_1		Tyrosine recombinase XerD
GCA_001911775_00153	CDS	ybhC	3.1.2.-	Putative acyl-CoA thioester hydrolase YbhC
GCA_001911775_00154	CDS	dmdA	4.2.1.85	2,3-dimethylmalate dehydratase large subunit
GCA_001911775_00155	CDS	ybhI		Inner membrane protein YbhI
GCA_001911775_00156	CDS	galD	5.3.2.8	4-oxalomesaconate tautomerase
GCA_001911775_00157	CDS	oxyR_1		Hydrogen peroxide-inducible genes activator
GCA_001911775_00158	CDS	pgl	3.1.1.31	6-phosphogluconolactonase
GCA_001911775_00159	CDS	ybhA_2	3.1.3.74	Pyridoxal phosphate phosphatase YbhA
GCA_001911775_00160	CDS			hypothetical protein
GCA_001911775_00161	CDS			hypothetical protein
GCA_001911775_00162	CDS			hypothetical protein
GCA_001911775_00163	CDS			hypothetical protein
GCA_001911775_00164	CDS			hypothetical protein
GCA_001911775_00165	CDS			hypothetical protein
GCA_001911775_00166	CDS			hypothetical protein
GCA_001911775_00167	CDS			hypothetical protein
GCA_001911775_00168	CDS	icaA_1	2.4.1.-	Poly-beta-1,6-N-acetyl-D-glucosamine synthase
GCA_001911775_00169	CDS	bshB1_1	3.5.1.-	N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 1
GCA_001911775_00170	CDS			hypothetical protein
GCA_001911775_00171	CDS			hypothetical protein
GCA_001911775_00172	CDS	gmhB	3.1.3.82	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
GCA_001911775_00173	CDS	metN	3.6.3.-	Methionine import ATP-binding protein MetN
GCA_001911775_00174	CDS	metI		D-methionine transport system permease protein MetI
GCA_001911775_00175	CDS	metQ		D-methionine-binding lipoprotein MetQ
GCA_001911775_00176	CDS	rcsF		Outer membrane lipoprotein RcsF
GCA_001911775_00177	CDS	trmO	2.1.1.-	tRNA (adenine(37)-N6)-methyltransferase
GCA_001911775_00178	CDS	proS_1	6.1.1.15	Proline--tRNA ligase
GCA_001911775_00179	CDS			hypothetical protein
GCA_001911775_00180	CDS			hypothetical protein
GCA_001911775_00181	CDS			hypothetical protein
GCA_001911775_00182	CDS			hypothetical protein
GCA_001911775_00183	CDS			hypothetical protein
GCA_001911775_00184	CDS	rob_1		Right origin-binding protein
GCA_001911775_00185	CDS			hypothetical protein
GCA_001911775_00186	CDS			hypothetical protein
GCA_001911775_00187	CDS	cfaD		CFA/I fimbrial subunit D
GCA_001911775_00188	CDS			hypothetical protein
GCA_001911775_00189	CDS			hypothetical protein
GCA_001911775_00190	CDS			hypothetical protein
GCA_001911775_00191	CDS			hypothetical protein
GCA_001911775_00192	CDS	ycdT_1	2.7.7.65	putative diguanylate cyclase YcdT
GCA_001911775_00193	CDS			hypothetical protein
GCA_001911775_00194	CDS			hypothetical protein
GCA_001911775_00195	CDS	guaA	6.3.5.2	GMP synthase [glutamine-hydrolyzing]
GCA_001911775_00196	CDS	guaB	1.1.1.205	Inosine-5'-monophosphate dehydrogenase
GCA_001911775_00197	CDS	xseA	3.1.11.6	Exodeoxyribonuclease 7 large subunit
GCA_001911775_00198	CDS			hypothetical protein
GCA_001911775_00199	CDS	der		GTPase Der
GCA_001911775_00200	CDS	bamB		Outer membrane protein assembly factor BamB
GCA_001911775_00201	CDS			hypothetical protein
GCA_001911775_00202	CDS	hisS	6.1.1.21	Histidine--tRNA ligase
GCA_001911775_00203	CDS	ispG	1.17.7.3	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
GCA_001911775_00204	CDS	rodZ		Cytoskeleton protein RodZ
GCA_001911775_00205	CDS	rlmN	2.1.1.192	Dual-specificity RNA methyltransferase RlmN
GCA_001911775_00206	CDS	ndk	2.7.4.6	Nucleoside diphosphate kinase
GCA_001911775_00207	CDS	pbpC		Penicillin-binding protein 1C
GCA_001911775_00208	CDS	yfhM		putative lipoprotein YfhM
GCA_001911775_00209	CDS	sseA	2.8.1.2	3-mercaptopyruvate sulfurtransferase
GCA_001911775_00210	CDS			hypothetical protein
GCA_001911775_00211	CDS	pepB	3.4.11.23	Peptidase B
GCA_001911775_00212	CDS			hypothetical protein
GCA_001911775_00213	CDS	fdx		2Fe-2S ferredoxin
GCA_001911775_00214	CDS	hscA		Chaperone protein HscA
GCA_001911775_00215	CDS	hscB		Co-chaperone protein HscB
GCA_001911775_00216	CDS	iscA_1		Iron-binding protein IscA
GCA_001911775_00217	CDS	iscU		Iron-sulfur cluster assembly scaffold protein IscU
GCA_001911775_00218	CDS	iscS	2.8.1.7	Cysteine desulfurase IscS
GCA_001911775_00219	CDS	iscR		HTH-type transcriptional regulator IscR
GCA_001911775_00220	CDS	trmJ	2.1.1.200	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ
GCA_001911775_00221	CDS	suhB	3.1.3.25	Inositol-1-monophosphatase
GCA_001911775_00222	CDS			hypothetical protein
GCA_001911775_00223	CDS			hypothetical protein
GCA_001911775_00224	CDS	hcaT		putative 3-phenylpropionic acid transporter
GCA_001911775_00225	CDS	hcaR_1		Hca operon transcriptional activator HcaR
GCA_001911775_00226	CDS	hcaE	1.14.12.19	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha
GCA_001911775_00227	CDS	hcaF	1.14.12.19	3-phenylpropionate/cinnamic acid dioxygenase subunit beta
GCA_001911775_00228	CDS	hcaC		3-phenylpropionate/cinnamic acid dioxygenase ferredoxin subunit
GCA_001911775_00229	CDS	hcaB	1.3.1.87	3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
GCA_001911775_00230	CDS	hcaD	1.18.1.3	3-phenylpropionate/cinnamic acid dioxygenase ferredoxin--NAD(+) reductase component
GCA_001911775_00231	CDS	yphA		Inner membrane protein YphA
GCA_001911775_00232	CDS	galM_2	5.1.3.3	Aldose 1-epimerase
GCA_001911775_00233	CDS	gutB_1	1.1.1.14	Sorbitol dehydrogenase
GCA_001911775_00234	CDS	rbsC_2		Ribose import permease protein RbsC
GCA_001911775_00235	CDS	mglA_1	3.6.3.17	Galactose/methyl galactoside import ATP-binding protein MglA
GCA_001911775_00236	CDS	yphF		ABC transporter periplasmic-binding protein YphF
GCA_001911775_00237	CDS	lapB_1		Lipopolysaccharide assembly protein B
GCA_001911775_00238	CDS	nanK_1	2.7.1.60	N-acetylmannosamine kinase
GCA_001911775_00239	CDS	glyA	2.1.2.1	Serine hydroxymethyltransferase
GCA_001911775_00240	CDS	hmp	1.14.12.17	Flavohemoprotein
GCA_001911775_00241	CDS	glnB		Nitrogen regulatory protein P-II 1
GCA_001911775_00242	CDS	glrR_1		Transcriptional regulatory protein GlrR
GCA_001911775_00243	CDS	qseG		Quorum-sensing regulator protein G
GCA_001911775_00244	CDS	qseE	2.7.13.3	Sensor histidine kinase QseE
GCA_001911775_00245	CDS	purL	6.3.5.3	Phosphoribosylformylglycinamidine synthase
GCA_001911775_00246	CDS	mltF	4.2.2.-	Membrane-bound lytic murein transglycosylase F
GCA_001911775_00247	CDS	tadA	3.5.4.33	tRNA-specific adenosine deaminase
GCA_001911775_00248	CDS	pgpC	3.1.3.27	Phosphatidylglycerophosphatase C
GCA_001911775_00249	CDS	murR_1		HTH-type transcriptional regulator MurR
GCA_001911775_00250	CDS	yfhL		putative ferredoxin-like protein YfhL
GCA_001911775_00251	CDS	acpS	2.7.8.7	Holo-[acyl-carrier-protein] synthase
GCA_001911775_00252	CDS	pdxJ	2.6.99.2	Pyridoxine 5'-phosphate synthase
GCA_001911775_00253	CDS	recO		DNA repair protein RecO
GCA_001911775_00254	CDS	era		GTPase Era
GCA_001911775_00255	CDS	rnc	3.1.26.3	Ribonuclease 3
GCA_001911775_00256	CDS	lepB	3.4.21.89	Signal peptidase I
GCA_001911775_00257	CDS	lepA	3.6.5.-	Elongation factor 4
GCA_001911775_00258	CDS			hypothetical protein
GCA_001911775_00259	CDS	rseB		Sigma-E factor regulatory protein RseB
GCA_001911775_00260	CDS	rseA		Anti-sigma-E factor RseA
GCA_001911775_00261	CDS	rpoE		ECF RNA polymerase sigma-E factor
GCA_001911775_00262	CDS	nadB	1.4.3.16	L-aspartate oxidase
GCA_001911775_00263	CDS	yfiC	2.1.1.223	tRNA1(Val) (adenine(37)-N6)-methyltransferase
GCA_001911775_00264	CDS	srmB_1	3.6.4.13	ATP-dependent RNA helicase SrmB
GCA_001911775_00265	CDS	cmpR_1		HTH-type transcriptional activator CmpR
GCA_001911775_00266	CDS	eamB		Cysteine/O-acetylserine efflux protein
GCA_001911775_00267	CDS	grcA		Autonomous glycyl radical cofactor
GCA_001911775_00268	CDS	ung	3.2.2.27	Uracil-DNA glycosylase
GCA_001911775_00269	CDS	rlmB_1	2.1.1.185	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
GCA_001911775_00270	CDS	trxC	1.8.1.8	Thioredoxin 2
GCA_001911775_00271	CDS			hypothetical protein
GCA_001911775_00272	CDS		2.3.1.-	Acetyltransferase Pat
GCA_001911775_00273	CDS	pssA	2.7.8.8	CDP-diacylglycerol--serine O-phosphatidyltransferase
GCA_001911775_00274	CDS			hypothetical protein
GCA_001911775_00275	CDS	kgtP		Alpha-ketoglutarate permease
GCA_001911775_00276	CDS			hypothetical protein
GCA_001911775_00277	CDS	ubiG_1	2.1.1.222	Ubiquinone biosynthesis O-methyltransferase
GCA_001911775_00278	CDS	ubiG_2	2.1.1.222	Ubiquinone biosynthesis O-methyltransferase
GCA_001911775_00279	CDS	btuB_2		Vitamin B12 transporter BtuB
GCA_001911775_00280	CDS	murI_2	5.1.1.3	Glutamate racemase
GCA_001911775_00281	tRNA			tRNA-Tyr(gta)
GCA_001911775_00282	tRNA			tRNA-Tyr(gta)
GCA_001911775_00283	tRNA			tRNA-Tyr(gta)
GCA_001911775_00284	CDS	purU_1	3.5.1.10	Formyltetrahydrofolate deformylase
GCA_001911775_00285	CDS			hypothetical protein
GCA_001911775_00286	CDS	groL_2		60 kDa chaperonin
GCA_001911775_00287	CDS	zapD_1		Cell division protein ZapD
GCA_001911775_00288	CDS	yacG_1		DNA gyrase inhibitor YacG
GCA_001911775_00289	CDS			hypothetical protein
GCA_001911775_00290	CDS	nlpE_1		Lipoprotein NlpE
GCA_001911775_00291	CDS	cmoB_1	2.5.1.-	tRNA U34 carboxymethyltransferase
GCA_001911775_00292	CDS			hypothetical protein
GCA_001911775_00293	CDS			hypothetical protein
GCA_001911775_00294	tRNA			tRNA-Gly(gcc)
GCA_001911775_00295	tRNA			tRNA-Gly(gcc)
GCA_001911775_00296	tRNA			tRNA-Gly(gcc)
GCA_001911775_00297	tRNA			tRNA-Leu(taa)
GCA_001911775_00298	tRNA			tRNA-Cys(gca)
GCA_001911775_00299	tRNA			tRNA-Gly(gcc)
GCA_001911775_00300	tRNA			tRNA-Gly(gcc)
GCA_001911775_00301	CDS	orn	3.1.-.-	Oligoribonuclease
GCA_001911775_00302	CDS	rsgA	3.6.1.-	Small ribosomal subunit biogenesis GTPase RsgA
GCA_001911775_00303	CDS	psd	4.1.1.65	Phosphatidylserine decarboxylase proenzyme
GCA_001911775_00304	CDS	mscM		Miniconductance mechanosensitive channel MscM
GCA_001911775_00305	CDS	yjeM		Inner membrane transporter YjeM
GCA_001911775_00306	CDS	epmA	6.3.1.-	Elongation factor P--(R)-beta-lysine ligase
GCA_001911775_00307	CDS	frdA	1.3.5.4	Fumarate reductase flavoprotein subunit
GCA_001911775_00308	CDS	frdB	1.3.5.1	Fumarate reductase iron-sulfur subunit
GCA_001911775_00309	CDS	frdC		Fumarate reductase subunit C
GCA_001911775_00310	CDS	frdD_2		Fumarate reductase subunit D
GCA_001911775_00311	CDS	ampC	3.5.2.6	Beta-lactamase
GCA_001911775_00312	CDS	blc_1		Outer membrane lipoprotein Blc
GCA_001911775_00313	CDS	sugE		Quaternary ammonium compound-resistance protein SugE
GCA_001911775_00314	CDS			hypothetical protein
GCA_001911775_00315	CDS			hypothetical protein
GCA_001911775_00316	CDS	efp		Elongation factor P
GCA_001911775_00317	CDS	epmB	5.4.3.-	L-lysine 2,3-aminomutase
GCA_001911775_00318	CDS			hypothetical protein
GCA_001911775_00319	CDS			hypothetical protein
GCA_001911775_00320	tRNA			tRNA-Ala(tgc)
GCA_001911775_00321	tRNA			tRNA-Ile(gat)
GCA_001911775_00322	tRNA			tRNA-Val(tac)
GCA_001911775_00323	tRNA			tRNA-Lys(ttt)
GCA_001911775_00324	CDS			hypothetical protein
GCA_001911775_00325	CDS			hypothetical protein
GCA_001911775_00326	CDS	rhsC_1	3.1.-.-	Putative deoxyribonuclease RhsC
GCA_001911775_00327	CDS			hypothetical protein
GCA_001911775_00328	CDS			hypothetical protein
GCA_001911775_00329	CDS			hypothetical protein
GCA_001911775_00330	CDS		3.5.1.111	2-oxoglutaramate amidase
GCA_001911775_00331	CDS	ivy		Inhibitor of vertebrate lysozyme
GCA_001911775_00332	CDS	fadE	1.3.99.-	Acyl-coenzyme A dehydrogenase
GCA_001911775_00333	CDS	gmhA	5.3.1.28	Phosphoheptose isomerase
GCA_001911775_00334	CDS	yafJ	2.4.2.-	Putative glutamine amidotransferase YafJ
GCA_001911775_00335	CDS			hypothetical protein
GCA_001911775_00336	CDS	yafQ	3.1.-.-	mRNA interferase YafQ
GCA_001911775_00337	CDS	dinJ		Antitoxin DinJ
GCA_001911775_00338	CDS	mepH_1	3.4.-.-	Murein DD-endopeptidase MepH
GCA_001911775_00339	CDS			hypothetical protein
GCA_001911775_00340	CDS			hypothetical protein
GCA_001911775_00341	CDS	flhA_2		Flagellar biosynthesis protein FlhA
GCA_001911775_00342	CDS	lafU		Chemotaxis protein LafU
GCA_001911775_00343	CDS	dinB	2.7.7.7	DNA polymerase IV
GCA_001911775_00344	CDS	yafP	2.3.1.-	putative N-acetyltransferase YafP
GCA_001911775_00345	CDS	rtcB_1	6.5.1.-	RNA-splicing ligase RtcB
GCA_001911775_00346	CDS	prfA_1		Peptide chain release factor 1
GCA_001911775_00347	CDS	pepD	3.4.13.18	Cytosol non-specific dipeptidase
GCA_001911775_00348	CDS	gpt	2.4.2.22	Xanthine phosphoribosyltransferase
GCA_001911775_00349	CDS		3.7.1.19	2,6-dihydropseudooxynicotine hydrolase
GCA_001911775_00350	CDS	crl		Sigma factor-binding protein Crl
GCA_001911775_00351	CDS	phoE		Outer membrane pore protein E
GCA_001911775_00352	CDS	proB	2.7.2.11	Glutamate 5-kinase
GCA_001911775_00353	CDS	proA	1.2.1.41	Gamma-glutamyl phosphate reductase
GCA_001911775_00354	tRNA			tRNA-Thr(cgt)
GCA_001911775_00355	CDS	xerC_2		Tyrosine recombinase XerC
GCA_001911775_00356	CDS			hypothetical protein
GCA_001911775_00357	CDS	pptA	5.3.2.-	Tautomerase PptA
GCA_001911775_00358	CDS	flr		Flavoredoxin
GCA_001911775_00359	CDS	nhoA	2.3.1.118	N-hydroxyarylamine O-acetyltransferase
GCA_001911775_00360	CDS	yddE	5.1.-.-	putative isomerase YddE
GCA_001911775_00361	CDS	narV	1.7.99.4	Respiratory nitrate reductase 2 gamma chain
GCA_001911775_00362	CDS	narW		putative nitrate reductase molybdenum cofactor assembly chaperone NarW
GCA_001911775_00363	CDS	narY	1.7.99.4	Respiratory nitrate reductase 2 beta chain
GCA_001911775_00364	CDS	narZ	1.7.99.4	Respiratory nitrate reductase 2 alpha chain
GCA_001911775_00365	CDS	narU		Nitrate/nitrite transporter NarU
GCA_001911775_00366	CDS	slrP	2.3.2.27	E3 ubiquitin-protein ligase SlrP
GCA_001911775_00367	CDS	ompD_1		Outer membrane porin protein OmpD
GCA_001911775_00368	CDS	yddG		Aromatic amino acid exporter YddG
GCA_001911775_00369	CDS	fdnG_1	1.1.5.6	Formate dehydrogenase, nitrate-inducible, major subunit
GCA_001911775_00370	CDS	fdnG_2	1.1.5.6	Formate dehydrogenase, nitrate-inducible, major subunit
GCA_001911775_00371	CDS	fdnH_1		Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
GCA_001911775_00372	CDS	fdnI		Formate dehydrogenase, nitrate-inducible, cytochrome b556(Fdn) subunit
GCA_001911775_00373	CDS	yddM		putative HTH-type transcriptional regulator YddM
GCA_001911775_00374	CDS	adhP	1.1.1.1	Alcohol dehydrogenase, propanol-preferring
GCA_001911775_00375	CDS	maeA	1.1.1.38	NAD-dependent malic enzyme
GCA_001911775_00376	CDS	sra		Stationary-phase-induced ribosome-associated protein
GCA_001911775_00377	CDS			hypothetical protein
GCA_001911775_00378	CDS	osmC	1.11.1.15	Peroxiredoxin OsmC
GCA_001911775_00379	CDS	bdhA	1.1.1.30	D-beta-hydroxybutyrate dehydrogenase
GCA_001911775_00380	CDS			hypothetical protein
GCA_001911775_00381	CDS	hbd	1.1.1.157	3-hydroxybutyryl-CoA dehydrogenase
GCA_001911775_00382	CDS	thlA_1	2.3.1.9	Acetyl-CoA acetyltransferase
GCA_001911775_00383	CDS	scoB	2.8.3.5	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B
GCA_001911775_00384	CDS	scoA	2.8.3.5	Succinyl-CoA:3-ketoacid coenzyme A transferase subunit A
GCA_001911775_00385	CDS	hcaR_2		Hca operon transcriptional activator HcaR
GCA_001911775_00386	CDS	ddpF		putative D,D-dipeptide transport ATP-binding protein DdpF
GCA_001911775_00387	CDS	ddpD		putative D,D-dipeptide transport ATP-binding protein DdpD
GCA_001911775_00388	CDS	ddpC		putative D,D-dipeptide transport system permease protein DdpC
GCA_001911775_00389	CDS	ddpB		putative D,D-dipeptide transport system permease protein DdpB
GCA_001911775_00390	CDS	ddpA		putative D,D-dipeptide-binding periplasmic protein DdpA
GCA_001911775_00391	CDS	ddpX	3.4.13.22	D-alanyl-D-alanine dipeptidase
GCA_001911775_00392	CDS	dosP	3.1.4.52	Oxygen sensor protein DosP
GCA_001911775_00393	CDS	dosC	2.7.7.65	Diguanylate cyclase DosC
GCA_001911775_00394	CDS			hypothetical protein
