locus_tag	ftype	gene	EC_number	product
GCA_001891995_00059	CDS			hypothetical protein
GCA_001891995_00060	CDS			hypothetical protein
GCA_001891995_00061	CDS			hypothetical protein
GCA_001891995_00062	CDS			hypothetical protein
GCA_001891995_00063	CDS			hypothetical protein
GCA_001891995_00064	CDS			hypothetical protein
GCA_001891995_00065	CDS			hypothetical protein
GCA_001891995_00066	CDS	parM_1		Plasmid segregation protein ParM
GCA_001891995_00067	CDS			hypothetical protein
GCA_001891995_00068	CDS			hypothetical protein
GCA_001891995_00069	CDS			hypothetical protein
GCA_001891995_00070	CDS			hypothetical protein
GCA_001891995_00071	CDS			hypothetical protein
GCA_001891995_00072	CDS			hypothetical protein
GCA_001891995_00073	CDS			hypothetical protein
GCA_001891995_00074	CDS			hypothetical protein
GCA_001891995_00075	CDS			hypothetical protein
GCA_001891995_00076	CDS			hypothetical protein
GCA_001891995_00077	CDS			hypothetical protein
GCA_001891995_00078	CDS			hypothetical protein
GCA_001891995_00079	CDS			hypothetical protein
GCA_001891995_00080	CDS			hypothetical protein
GCA_001891995_00081	CDS			hypothetical protein
GCA_001891995_00082	CDS	xerC_1		Tyrosine recombinase XerC
GCA_001891995_00083	CDS	pdxB	1.1.1.290	Erythronate-4-phosphate dehydrogenase
GCA_001891995_00084	CDS	usg		USG-1 protein
GCA_001891995_00085	CDS	truA	5.4.99.12	tRNA pseudouridine synthase A
GCA_001891995_00086	CDS			putative membrane protein
GCA_001891995_00087	CDS	accD	6.4.1.2	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
GCA_001891995_00088	CDS	folC	6.3.2.12	Dihydrofolate synthase/folylpolyglutamate synthase
GCA_001891995_00089	CDS	dedD		Cell division protein DedD
GCA_001891995_00090	CDS	cvpA		Colicin V production protein
GCA_001891995_00091	CDS	purF	2.4.2.14	Amidophosphoribosyltransferase
GCA_001891995_00092	CDS	ubiX	2.5.1.129	Flavin prenyltransferase UbiX
GCA_001891995_00093	CDS	argT		Lysine/arginine/ornithine-binding periplasmic protein
GCA_001891995_00094	CDS	hisJ		Histidine-binding periplasmic protein
GCA_001891995_00095	CDS	hisQ		Histidine transport system permease protein HisQ
GCA_001891995_00096	CDS	hisM		Histidine transport system permease protein HisM
GCA_001891995_00097	CDS	hisP		Histidine transport ATP-binding protein HisP
GCA_001891995_00098	CDS			hypothetical protein
GCA_001891995_00099	CDS			Epimerase family protein
GCA_001891995_00100	CDS	folX	5.1.99.-	Dihydroneopterin triphosphate 2'-epimerase
GCA_001891995_00101	CDS	yfcG	1.8.4.-	Disulfide-bond oxidoreductase YfcG
GCA_001891995_00102	CDS	yfcF	2.5.1.18	Glutathione S-transferase YfcF
GCA_001891995_00103	CDS	yfcE	3.1.4.-	Phosphodiesterase YfcE
GCA_001891995_00104	CDS	yfcD	3.6.-.-	putative Nudix hydrolase YfcD
GCA_001891995_00105	CDS			hypothetical protein
GCA_001891995_00106	CDS	pta	2.3.1.8	Phosphate acetyltransferase
GCA_001891995_00107	CDS	ackA	2.7.2.1	Acetate kinase
GCA_001891995_00108	CDS			hypothetical protein
GCA_001891995_00109	CDS			hypothetical protein
GCA_001891995_00110	CDS	yfbT	3.1.3.23	Sugar phosphatase YfbT
GCA_001891995_00111	CDS	sdcS		Sodium-dependent dicarboxylate transporter SdcS
GCA_001891995_00112	CDS	yfbR	3.1.3.89	5'-deoxynucleotidase YfbR
GCA_001891995_00113	CDS	alaA	2.6.1.2	Glutamate-pyruvate aminotransferase AlaA
GCA_001891995_00114	CDS	gltC_1		HTH-type transcriptional regulator GltC
GCA_001891995_00115	CDS			hypothetical protein
GCA_001891995_00116	CDS	ndhC	1.6.5.-	NAD(P)H-quinone oxidoreductase subunit 3
GCA_001891995_00117	CDS	nuoB	1.6.5.11	NADH-quinone oxidoreductase subunit B
GCA_001891995_00118	CDS	nuoC	1.6.5.11	NADH-quinone oxidoreductase subunit C/D
GCA_001891995_00119	CDS	nuoE	1.6.5.11	NADH-quinone oxidoreductase subunit E
GCA_001891995_00120	CDS	nuoF	1.6.5.11	NADH-quinone oxidoreductase subunit F
GCA_001891995_00121	CDS	nuoG	1.6.5.11	NADH-quinone oxidoreductase subunit G
GCA_001891995_00122	CDS	nuoH	1.6.5.11	NADH-quinone oxidoreductase subunit H
GCA_001891995_00123	CDS	nuoI_1	1.6.5.11	NADH-quinone oxidoreductase subunit I
GCA_001891995_00124	CDS	nuoJ	1.6.5.11	NADH-quinone oxidoreductase subunit J
GCA_001891995_00125	CDS	nuoK	1.6.5.11	NADH-quinone oxidoreductase subunit K
GCA_001891995_00126	CDS	nuoL_1	1.6.5.11	NADH-quinone oxidoreductase subunit L
GCA_001891995_00127	CDS	nuoM	1.6.5.11	NADH-quinone oxidoreductase subunit M
GCA_001891995_00128	CDS	nuoN	1.6.5.11	NADH-quinone oxidoreductase subunit N
GCA_001891995_00129	CDS			hypothetical protein
GCA_001891995_00130	CDS	elaD	3.4.22.-	Protease ElaD
GCA_001891995_00131	CDS	rbn	3.1.-.-	Ribonuclease BN
GCA_001891995_00132	CDS		2.3.1.-	Acetyltransferase
GCA_001891995_00133	CDS			hypothetical protein
GCA_001891995_00134	CDS	menF	5.4.4.2	Isochorismate synthase MenF
GCA_001891995_00135	CDS	menD	2.2.1.9	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
GCA_001891995_00136	CDS	menH	4.2.99.20	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
GCA_001891995_00137	CDS	menB	4.1.3.36	1,4-dihydroxy-2-naphthoyl-CoA synthase
GCA_001891995_00138	CDS	menC	4.2.1.113	o-succinylbenzoate synthase
GCA_001891995_00139	CDS	menE	6.2.1.26	2-succinylbenzoate--CoA ligase
GCA_001891995_00140	CDS	pmrD		Signal transduction protein PmrD
GCA_001891995_00141	CDS	arnF		putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF
GCA_001891995_00142	CDS	arnE		putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
GCA_001891995_00143	CDS	arnT	2.4.2.43	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
GCA_001891995_00144	CDS	arnD	3.5.1.-	putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD
GCA_001891995_00145	CDS	arnA		Bifunctional polymyxin resistance protein ArnA
GCA_001891995_00146	CDS	arnC	2.4.2.53	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
GCA_001891995_00147	CDS	arnB	2.6.1.87	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
GCA_001891995_00148	CDS	ais_1	3.1.3.-	Lipopolysaccharide core heptose(II)-phosphate phosphatase
GCA_001891995_00149	CDS	nudI	3.6.1.9	Nucleoside triphosphatase NudI
GCA_001891995_00150	CDS			hypothetical protein
GCA_001891995_00151	CDS	pncC_1	3.5.1.42	Nicotinamide-nucleotide amidohydrolase PncC
GCA_001891995_00152	CDS	rhmA	4.1.2.53	2-keto-3-deoxy-L-rhamnonate aldolase
GCA_001891995_00153	CDS			hypothetical protein
GCA_001891995_00154	CDS	glpC		Anaerobic glycerol-3-phosphate dehydrogenase subunit C
GCA_001891995_00155	CDS	glpB	1.1.5.3	Anaerobic glycerol-3-phosphate dehydrogenase subunit B
GCA_001891995_00156	CDS	glpA	1.1.5.3	Anaerobic glycerol-3-phosphate dehydrogenase subunit A
GCA_001891995_00157	CDS	glpT		Glycerol-3-phosphate transporter
GCA_001891995_00158	CDS	glpQ	3.1.4.46	Glycerophosphodiester phosphodiesterase, periplasmic
GCA_001891995_00159	CDS			hypothetical protein
GCA_001891995_00160	CDS			hypothetical protein
GCA_001891995_00161	CDS	ascD	1.17.1.-	CDP-6-deoxy-L-threo-D-glycero-4-hexulose-3-dehydrase reductase
GCA_001891995_00162	CDS	nrdB	1.17.4.1	Ribonucleoside-diphosphate reductase 1 subunit beta
GCA_001891995_00163	CDS	nrdA	1.17.4.1	Ribonucleoside-diphosphate reductase 1 subunit alpha
GCA_001891995_00164	CDS	aidA-I		AIDA-I autotransporter
GCA_001891995_00165	CDS	ubiG	2.1.1.222	Ubiquinone biosynthesis O-methyltransferase
GCA_001891995_00166	CDS	gyrA	5.99.1.3	DNA gyrase subunit A
GCA_001891995_00167	CDS			hypothetical protein
GCA_001891995_00168	CDS			hypothetical protein
GCA_001891995_00169	CDS			hypothetical protein
GCA_001891995_00170	CDS			hypothetical protein
GCA_001891995_00171	CDS			hypothetical protein
GCA_001891995_00172	CDS	rcsC	2.7.13.3	Sensor histidine kinase RcsC
GCA_001891995_00173	CDS	rcsB		Transcriptional regulatory protein RcsB
GCA_001891995_00174	CDS	rcsD	2.7.2.-	Phosphotransferase RcsD
GCA_001891995_00175	CDS	ompC		Outer membrane protein C
GCA_001891995_00176	CDS	apbE	2.7.1.180	FAD:protein FMN transferase
GCA_001891995_00177	CDS	ada		Bifunctional transcriptional activator/DNA repair enzyme Ada
GCA_001891995_00178	CDS	alkB	1.14.11.33	Alpha-ketoglutarate-dependent dioxygenase AlkB
GCA_001891995_00179	CDS	yojI		ABC transporter ATP-binding/permease protein YojI
GCA_001891995_00180	CDS	mqo	1.1.5.4	Malate:quinone oxidoreductase
GCA_001891995_00181	CDS	eco		Ecotin
GCA_001891995_00182	CDS			hypothetical protein
GCA_001891995_00183	CDS			hypothetical protein
GCA_001891995_00184	CDS			hypothetical protein
GCA_001891995_00185	CDS	napA	1.7.99.4	Periplasmic nitrate reductase
GCA_001891995_00186	CDS			hypothetical protein
GCA_001891995_00187	CDS	yccM_1		Putative electron transport protein YccM
GCA_001891995_00188	CDS	napB		Periplasmic nitrate reductase, electron transfer subunit
GCA_001891995_00189	CDS	napC		Cytochrome c-type protein NapC
GCA_001891995_00190	CDS	ccmA	3.6.3.41	Cytochrome c biogenesis ATP-binding export protein CcmA
GCA_001891995_00191	CDS	ccmB		Heme exporter protein B
GCA_001891995_00192	CDS	ccmC		Heme exporter protein C
GCA_001891995_00193	CDS	ccmD		Heme exporter protein D
GCA_001891995_00194	CDS	ccmE		Cytochrome c-type biogenesis protein CcmE
GCA_001891995_00195	CDS	ccmF_1		Cytochrome c-type biogenesis protein CcmF
GCA_001891995_00196	CDS	dsbE		Thiol:disulfide interchange protein DsbE
GCA_001891995_00197	CDS	ccmH_1		Cytochrome c-type biogenesis protein CcmH
GCA_001891995_00198	CDS	narL_1		Nitrate/nitrite response regulator protein NarL
GCA_001891995_00199	CDS			putative autotransporter
GCA_001891995_00200	tRNA			tRNA-Pro(ggg)
GCA_001891995_00201	CDS	yejM		Inner membrane protein YejM
GCA_001891995_00202	CDS			hypothetical protein
GCA_001891995_00203	CDS	yejK		Nucleoid-associated protein YejK
GCA_001891995_00204	CDS	rplY		50S ribosomal protein L25
GCA_001891995_00205	CDS	radD	3.6.4.12	Putative DNA repair helicase RadD
GCA_001891995_00206	CDS	rsuA	5.4.99.19	Ribosomal small subunit pseudouridine synthase A
GCA_001891995_00207	CDS	bcr_1		Bicyclomycin resistance protein
GCA_001891995_00208	CDS			hypothetical protein
GCA_001891995_00209	CDS	gsiA_1	3.6.3.-	Glutathione import ATP-binding protein GsiA
GCA_001891995_00210	CDS	yejE		Inner membrane ABC transporter permease protein YejE
GCA_001891995_00211	CDS	yejB		Inner membrane ABC transporter permease protein YejB
GCA_001891995_00212	CDS	appA_1		Oligopeptide-binding protein AppA
GCA_001891995_00213	CDS	adrB_1	3.1.4.52	Putative cyclic-di-GMP phosphodiesterase AdrB
GCA_001891995_00214	CDS	mepS_1	3.4.-.-	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
GCA_001891995_00215	CDS	lpxT	2.7.4.29	Lipid A 1-diphosphate synthase
GCA_001891995_00216	CDS	yeiR	3.6.-.-	Zinc-binding GTPase YeiR
GCA_001891995_00217	CDS	mtlK	1.1.1.67	Mannitol 2-dehydrogenase
GCA_001891995_00218	CDS	yeiP		Elongation factor P-like protein
GCA_001891995_00219	CDS			hypothetical protein
GCA_001891995_00220	CDS	setB		Sugar efflux transporter B
GCA_001891995_00221	CDS	fruB		Multiphosphoryl transfer protein
GCA_001891995_00222	CDS	lacC	2.7.1.144	Tagatose-6-phosphate kinase
GCA_001891995_00223	CDS	fruA_1		PTS system fructose-specific EIIB'BC component
GCA_001891995_00224	CDS	psuK_1	2.7.1.83	Pseudouridine kinase
GCA_001891995_00225	CDS	psuG	4.2.1.70	Pseudouridine-5'-phosphate glycosidase
GCA_001891995_00226	CDS	psuT		Putative pseudouridine transporter
GCA_001891995_00227	CDS	yeiL		Regulatory protein YeiL
GCA_001891995_00228	CDS	rihB_1	3.2.2.8	Pyrimidine-specific ribonucleoside hydrolase RihB
GCA_001891995_00229	CDS	nupX		Putative nucleoside permease NupX
GCA_001891995_00230	CDS	psuK_2	2.7.1.83	Pseudouridine kinase
GCA_001891995_00231	CDS	nfo	3.1.21.2	Endonuclease 4
GCA_001891995_00232	CDS			hypothetical protein
GCA_001891995_00233	CDS	cysL		HTH-type transcriptional regulator CysL
GCA_001891995_00234	CDS	lysP		Lysine-specific permease
GCA_001891995_00235	CDS	cirA_1		Colicin I receptor
GCA_001891995_00236	CDS	yeiG	3.1.2.12	S-formylglutathione hydrolase YeiG
GCA_001891995_00237	CDS	folE	3.5.4.16	GTP cyclohydrolase 1
GCA_001891995_00238	CDS			hypothetical protein
GCA_001891995_00239	CDS	galS		HTH-type transcriptional regulator GalS
GCA_001891995_00240	CDS	mglB		D-galactose-binding periplasmic protein
GCA_001891995_00241	CDS	mglA_1	3.6.3.17	Galactose/methyl galactoside import ATP-binding protein MglA
GCA_001891995_00242	CDS	mglC		Galactoside transport system permease protein MglC
GCA_001891995_00243	CDS	preA	1.3.1.1	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA
GCA_001891995_00244	CDS	preT	1.3.1.1	NAD-dependent dihydropyrimidine dehydrogenase subunit PreT
GCA_001891995_00245	CDS			hypothetical protein
GCA_001891995_00246	CDS			hypothetical protein
GCA_001891995_00247	CDS	cdd	3.5.4.5	Cytidine deaminase
GCA_001891995_00248	CDS	yohK		Inner membrane protein YohK
GCA_001891995_00249	CDS	cidA		Holin-like protein CidA
GCA_001891995_00250	CDS	dusC	1.3.1.-	tRNA-dihydrouridine(16) synthase
GCA_001891995_00251	CDS	srpC_1		Solvent efflux pump outer membrane protein SrpC
GCA_001891995_00252	CDS	fabG_1	1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase FabG
GCA_001891995_00253	CDS	yohD		Inner membrane protein YohD
GCA_001891995_00254	CDS	yohC		Inner membrane protein YohC
GCA_001891995_00255	CDS	pbpG	3.4.21.-	D-alanyl-D-alanine endopeptidase
GCA_001891995_00256	CDS	dld	1.1.1.28	D-lactate dehydrogenase
GCA_001891995_00257	CDS		3.2.1.21	Beta-glucosidase BoGH3B
GCA_001891995_00258	CDS	yehZ		Glycine betaine-binding protein YehZ
GCA_001891995_00259	CDS	yehY		Glycine betaine uptake system permease protein YehY
GCA_001891995_00260	CDS	yehX	3.6.3.-	Glycine betaine uptake system ATP-binding protein YehX
GCA_001891995_00261	CDS	yehW		Glycine betaine uptake system permease protein YehW
GCA_001891995_00262	CDS			hypothetical protein
GCA_001891995_00263	CDS	mlrA		HTH-type transcriptional regulator MlrA
GCA_001891995_00264	CDS	yehU	2.7.13.3	Sensor histidine kinase YehU
GCA_001891995_00265	CDS	yehT		Transcriptional regulatory protein YehT
GCA_001891995_00266	CDS			hypothetical protein
GCA_001891995_00267	CDS	yehR		putative lipoprotein YehR
GCA_001891995_00268	CDS			hypothetical protein
GCA_001891995_00269	CDS			hypothetical protein
GCA_001891995_00270	CDS			hypothetical protein
GCA_001891995_00271	CDS			hypothetical protein
GCA_001891995_00272	CDS			hypothetical protein
GCA_001891995_00273	CDS			hypothetical protein
GCA_001891995_00274	CDS			hypothetical protein
GCA_001891995_00275	CDS	metG	6.1.1.10	Methionine--tRNA ligase
GCA_001891995_00276	CDS	apbC		Iron-sulfur cluster carrier protein
GCA_001891995_00277	CDS			hypothetical protein
GCA_001891995_00278	CDS	yehD		putative fimbrial-like protein YehD
GCA_001891995_00279	CDS	yehC		putative fimbrial chaperone YehC
GCA_001891995_00280	CDS	yehB_1		Outer membrane usher protein YehB
GCA_001891995_00281	CDS	yehA		putative fimbrial-like protein YehA
GCA_001891995_00282	CDS	rcnB		Nickel/cobalt homeostasis protein RcnB
GCA_001891995_00283	CDS	rcnA		Nickel/cobalt efflux system RcnA
GCA_001891995_00284	CDS	rcnR		Transcriptional repressor RcnR
GCA_001891995_00285	CDS	thiM	2.7.1.50	Hydroxyethylthiazole kinase
GCA_001891995_00286	CDS	thiD	2.7.1.49	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
GCA_001891995_00287	CDS	acm	3.2.1.17	Lysozyme M1
GCA_001891995_00288	CDS	yvoA		HTH-type transcriptional repressor YvoA
GCA_001891995_00289	CDS	kdgK_1	2.7.1.45	2-dehydro-3-deoxygluconokinase
GCA_001891995_00290	CDS			hypothetical protein
GCA_001891995_00291	CDS	yegT		Putative nucleoside transporter YegT
GCA_001891995_00292	CDS	fbaB	4.1.2.13	Fructose-bisphosphate aldolase class 1
GCA_001891995_00293	CDS	gatY	4.1.2.40	D-tagatose-1,6-bisphosphate aldolase subunit GatY
GCA_001891995_00294	CDS	gatZ		D-tagatose-1,6-bisphosphate aldolase subunit GatZ
GCA_001891995_00295	CDS	gatA	2.7.1.200	PTS system galactitol-specific EIIA component
GCA_001891995_00296	CDS	gatB	2.7.1.200	PTS system galactitol-specific EIIB component
GCA_001891995_00297	CDS	gatC		PTS system galactitol-specific EIIC component
GCA_001891995_00298	CDS	gatD	1.1.1.251	Galactitol-1-phosphate 5-dehydrogenase
GCA_001891995_00299	CDS	srlR_1		Glucitol operon repressor
GCA_001891995_00300	CDS	yegS	2.7.1.-	Lipid kinase YegS
GCA_001891995_00301	CDS			hypothetical protein
GCA_001891995_00302	CDS	ydcP_1	3.4.-.-	putative protease YdcP
GCA_001891995_00303	CDS			hypothetical protein
GCA_001891995_00304	CDS	baeR		Transcriptional regulatory protein BaeR
GCA_001891995_00305	CDS	baeS	2.7.13.3	Signal transduction histidine-protein kinase BaeS
GCA_001891995_00306	CDS	mdtD		Putative multidrug resistance protein MdtD
GCA_001891995_00307	CDS	mdtC		Multidrug resistance protein MdtC
GCA_001891995_00308	CDS	mdtB		Multidrug resistance protein MdtB
GCA_001891995_00309	CDS	mdtA_1		Multidrug resistance protein MdtA
GCA_001891995_00310	CDS	mdtA_2		Multidrug resistance protein MdtA
GCA_001891995_00311	CDS			hypothetical protein
GCA_001891995_00312	CDS			hypothetical protein
GCA_001891995_00313	CDS			hypothetical protein
GCA_001891995_00314	CDS			hypothetical protein
GCA_001891995_00315	CDS	dnaK_1		Chaperone protein DnaK
GCA_001891995_00316	CDS	alkA	3.2.2.21	DNA-3-methyladenine glycosylase 2
GCA_001891995_00317	CDS	yegE	2.7.7.65	putative diguanylate cyclase YegE
GCA_001891995_00318	CDS	udk	2.7.1.48	Uridine kinase
GCA_001891995_00319	CDS	dcd	3.5.4.13	dCTP deaminase
GCA_001891995_00320	CDS			hypothetical protein
GCA_001891995_00321	CDS	corC_1		Magnesium and cobalt efflux protein CorC
GCA_001891995_00322	CDS			hypothetical protein
GCA_001891995_00323	CDS	wzb	3.1.3.48	Low molecular weight protein-tyrosine-phosphatase Wzb
GCA_001891995_00324	CDS	wzc	2.7.10.-	Tyrosine-protein kinase wzc
GCA_001891995_00325	CDS	wfgD	2.4.1.305	UDP-Glc:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-glucosyltransferase WfgD
GCA_001891995_00326	CDS	cysE_2	2.3.1.30	Serine acetyltransferase
GCA_001891995_00327	CDS			hypothetical protein
GCA_001891995_00328	CDS			hypothetical protein
GCA_001891995_00329	CDS		2.4.-.-	putative glycosyltransferase
GCA_001891995_00330	CDS	lacA	2.3.1.18	Galactoside O-acetyltransferase
GCA_001891995_00331	CDS	gmd	4.2.1.47	GDP-mannose 4,6-dehydratase
GCA_001891995_00332	CDS	fcl	1.1.1.271	GDP-L-fucose synthase
GCA_001891995_00333	CDS	gmm	3.6.1.-	GDP-mannose mannosyl hydrolase
GCA_001891995_00334	CDS	kanE	2.4.1.301	Alpha-D-kanosaminyltransferase
GCA_001891995_00335	CDS	manC1	2.7.7.13	Mannose-1-phosphate guanylyltransferase 1
GCA_001891995_00336	CDS	algC	5.4.2.2	Phosphomannomutase/phosphoglucomutase
GCA_001891995_00337	CDS	wcaJ	2.7.8.31	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase
GCA_001891995_00338	CDS	wzxC		Lipopolysaccharide biosynthesis protein WzxC
GCA_001891995_00339	CDS			hypothetical protein
GCA_001891995_00340	CDS	pimB_1	2.4.1.57	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase
GCA_001891995_00341	CDS			hypothetical protein
GCA_001891995_00342	CDS	gnu	5.1.3.26	N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol 4-epimerase
GCA_001891995_00343	CDS	galF	2.7.7.9	UTP--glucose-1-phosphate uridylyltransferase
GCA_001891995_00344	CDS	rfbB	4.2.1.46	dTDP-glucose 4,6-dehydratase
GCA_001891995_00345	CDS	rfbD_1	1.1.1.133	dTDP-4-dehydrorhamnose reductase
GCA_001891995_00346	CDS	rfbA	2.7.7.24	Glucose-1-phosphate thymidylyltransferase 1
GCA_001891995_00347	CDS	rfbC	5.1.3.13	dTDP-4-dehydrorhamnose 3,5-epimerase
GCA_001891995_00348	CDS			hypothetical protein
GCA_001891995_00349	CDS			hypothetical protein
GCA_001891995_00350	CDS			hypothetical protein
GCA_001891995_00351	CDS	pimB_2	2.4.1.57	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase
GCA_001891995_00352	CDS			hypothetical protein
GCA_001891995_00353	CDS	tuaG	2.4.-.-	Putative teichuronic acid biosynthesis glycosyltransferase TuaG
GCA_001891995_00354	CDS	gnd	1.1.1.44	6-phosphogluconate dehydrogenase, decarboxylating
GCA_001891995_00355	CDS	ugd	1.1.1.22	UDP-glucose 6-dehydrogenase
GCA_001891995_00356	CDS	wzzB_1		Chain length determinant protein
GCA_001891995_00357	CDS	mtr		Tryptophan-specific transport protein
GCA_001891995_00358	CDS	deaD	3.6.4.13	ATP-dependent RNA helicase DeaD
GCA_001891995_00359	CDS	nlpI		Lipoprotein NlpI
GCA_001891995_00360	CDS	pnp	2.7.7.8	Polyribonucleotide nucleotidyltransferase
GCA_001891995_00361	CDS	rpsO		30S ribosomal protein S15
GCA_001891995_00362	CDS	truB	5.4.99.25	tRNA pseudouridine synthase B
GCA_001891995_00363	CDS	rbfA		30S ribosome-binding factor
GCA_001891995_00364	CDS	infB		Translation initiation factor IF-2
GCA_001891995_00365	CDS	nusA		Transcription termination/antitermination protein NusA
GCA_001891995_00366	CDS	rimP		Ribosome maturation factor RimP
GCA_001891995_00367	tRNA			tRNA-Met(cat)
GCA_001891995_00368	CDS	argG	6.3.4.5	Argininosuccinate synthase
GCA_001891995_00369	CDS	yhbX_1	2.7.-.-	Putative phosphoethanolamine transferase YhbX
GCA_001891995_00370	tRNA			tRNA-Leu(gag)
GCA_001891995_00371	CDS	secG		Protein-export membrane protein SecG
GCA_001891995_00372	CDS	glmM	5.4.2.10	Phosphoglucosamine mutase
GCA_001891995_00373	CDS	folP_1	2.5.1.15	Dihydropteroate synthase
GCA_001891995_00374	CDS	ftsH	3.4.24.-	ATP-dependent zinc metalloprotease FtsH
GCA_001891995_00375	CDS	rlmE	2.1.1.166	Ribosomal RNA large subunit methyltransferase E
GCA_001891995_00376	CDS	yhbY		RNA-binding protein YhbY
GCA_001891995_00377	CDS	greA		Transcription elongation factor GreA
GCA_001891995_00378	CDS	dacB	3.4.16.4	D-alanyl-D-alanine carboxypeptidase DacB
GCA_001891995_00379	CDS	obgE	3.6.5.-	GTPase ObgE/CgtA
GCA_001891995_00380	CDS	yhbE		putative inner membrane transporter YhbE
