locus_tag	ftype	gene	EC_number	product
GCA_001901445_00097	CDS	nqo9	1.6.5.11	NADH-quinone oxidoreductase subunit 9
GCA_001901445_00098	CDS	hycE		Formate hydrogenlyase subunit 5
GCA_001901445_00099	CDS	hycD		Formate hydrogenlyase subunit 4
GCA_001901445_00100	CDS	hyfB_1	1.-.-.-	Hydrogenase-4 component B
GCA_001901445_00101	CDS	hyfA_2	1.-.-.-	Hydrogenase-4 component A
GCA_001901445_00102	CDS	hycA		Formate hydrogenlyase regulatory protein HycA
GCA_001901445_00103	CDS	hypA_1		hydrogenase nickel incorporation protein HypA
GCA_001901445_00104	CDS	hypB		Hydrogenase isoenzymes nickel incorporation protein HypB
GCA_001901445_00105	CDS	hypC		Hydrogenase isoenzymes formation protein HypC
GCA_001901445_00106	CDS	hypD		Hydrogenase isoenzymes formation protein HypD
GCA_001901445_00107	CDS	hypE		Hydrogenase isoenzymes formation protein HypE
GCA_001901445_00108	CDS	fhlA		Formate hydrogenlyase transcriptional activator FhlA
GCA_001901445_00109	CDS			hypothetical protein
GCA_001901445_00110	CDS			hypothetical protein
GCA_001901445_00111	CDS	mutS		DNA mismatch repair protein MutS
GCA_001901445_00112	CDS	pphB	3.1.3.16	Serine/threonine-protein phosphatase 2
GCA_001901445_00113	CDS	srlR_2		Glucitol operon repressor
GCA_001901445_00114	CDS	garR_1	1.1.1.60	2-hydroxy-3-oxopropionate reductase
GCA_001901445_00115	CDS			hypothetical protein
GCA_001901445_00116	CDS	fucA_1	4.1.2.17	L-fuculose phosphate aldolase
GCA_001901445_00117	CDS	ygbM	5.3.1.22	Putative hydroxypyruvate isomerase YgbM
GCA_001901445_00118	CDS	ygbN		Inner membrane permease YgbN
GCA_001901445_00119	CDS	bsdD	4.1.1.-	Phenolic acid decarboxylase subunit D
GCA_001901445_00120	CDS	edcC	4.1.1.-	Phenolic acid decarboxylase subunit C
GCA_001901445_00121	CDS	ecdB	2.5.1.129	putative UbiX-like flavin prenyltransferase
GCA_001901445_00122	CDS	hosA		Transcriptional regulator HosA
GCA_001901445_00123	CDS	rpoS		RNA polymerase sigma factor RpoS
GCA_001901445_00124	CDS	nlpD_1		Murein hydrolase activator NlpD
GCA_001901445_00125	CDS	pcm	2.1.1.77	Protein-L-isoaspartate O-methyltransferase
GCA_001901445_00126	CDS	surE	3.1.3.5	5'/3'-nucleotidase SurE
GCA_001901445_00127	CDS	truD	5.4.99.27	tRNA pseudouridine synthase D
GCA_001901445_00128	CDS	ispF	4.6.1.12	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
GCA_001901445_00129	CDS	ispD	2.7.7.60	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
GCA_001901445_00130	CDS	ftsB		Cell division protein FtsB
GCA_001901445_00131	CDS	ygbE		Inner membrane protein YgbE
GCA_001901445_00132	CDS	cysC	2.7.1.25	Adenylyl-sulfate kinase
GCA_001901445_00133	CDS	cysN	2.7.7.4	Sulfate adenylyltransferase subunit 1
GCA_001901445_00134	CDS	cysD	2.7.7.4	Sulfate adenylyltransferase subunit 2
GCA_001901445_00135	CDS	ywaD	3.4.11.6	Aminopeptidase YwaD
	repeat_region			
GCA_001901445_00136	CDS	ygbF	3.1.-.-	CRISPR-associated endoribonuclease Cas2
GCA_001901445_00137	CDS	ygbT	3.1.-.-	CRISPR-associated endonuclease Cas1
GCA_001901445_00138	CDS	casE	3.1.-.-	CRISPR system Cascade subunit CasE
GCA_001901445_00139	CDS	casD		CRISPR system Cascade subunit CasD
GCA_001901445_00140	CDS	casC		CRISPR system Cascade subunit CasC
GCA_001901445_00141	CDS			hypothetical protein
GCA_001901445_00142	CDS	casA		CRISPR system Cascade subunit CasA
GCA_001901445_00143	CDS	ygcB	3.1.-.-	CRISPR-associated endonuclease/helicase Cas3
GCA_001901445_00144	CDS			hypothetical protein
GCA_001901445_00145	CDS	cysH_1	1.8.4.8	Phosphoadenosine phosphosulfate reductase
GCA_001901445_00146	CDS	cysI	1.8.1.2	Sulfite reductase [NADPH] hemoprotein beta-component
GCA_001901445_00147	CDS	cysJ_1	1.8.1.2	Sulfite reductase [NADPH] flavoprotein alpha-component
GCA_001901445_00148	CDS	queD	4.1.2.50	6-carboxy-5,6,7,8-tetrahydropterin synthase
GCA_001901445_00149	CDS	xylB_1	2.7.1.17	Xylulose kinase
	repeat_region			
GCA_001901445_00150	CDS	queE	4.3.99.3	7-carboxy-7-deazaguanine synthase
GCA_001901445_00151	CDS			hypothetical protein
GCA_001901445_00152	CDS			hypothetical protein
GCA_001901445_00153	CDS			hypothetical protein
GCA_001901445_00154	CDS			hypothetical protein
GCA_001901445_00155	CDS			hypothetical protein
GCA_001901445_00156	CDS	eno	4.2.1.11	Enolase
GCA_001901445_00157	CDS	pyrG	6.3.4.2	CTP synthase
GCA_001901445_00158	CDS	mazG	3.6.1.8	Nucleoside triphosphate pyrophosphohydrolase
GCA_001901445_00159	CDS	mazF	3.1.27.-	Endoribonuclease MazF
GCA_001901445_00160	CDS	mazE		Antitoxin MazE
GCA_001901445_00161	CDS	relA	2.7.6.5	GTP pyrophosphokinase
GCA_001901445_00162	CDS	rlmD	2.1.1.190	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
GCA_001901445_00163	CDS	barA	2.7.13.3	Signal transduction histidine-protein kinase BarA
GCA_001901445_00164	CDS	gudD	4.2.1.40	Glucarate dehydratase
GCA_001901445_00165	CDS	gudX	4.2.1.-	Glucarate dehydratase-related protein
GCA_001901445_00166	CDS	gudP		putative glucarate transporter
GCA_001901445_00167	CDS	cysJ_2	1.8.1.2	Sulfite reductase [NADPH] flavoprotein alpha-component
GCA_001901445_00168	CDS	truC	5.4.99.26	tRNA pseudouridine synthase C
GCA_001901445_00169	CDS			hypothetical protein
GCA_001901445_00170	CDS	syd		Protein Syd
GCA_001901445_00171	CDS	queF	1.7.1.13	NADPH-dependent 7-cyano-7-deazaguanine reductase
GCA_001901445_00172	CDS			hypothetical protein
GCA_001901445_00173	CDS	sdaC		Serine transporter
GCA_001901445_00174	CDS	sdaB	4.3.1.17	L-serine dehydratase 2
GCA_001901445_00175	CDS	ygdG	3.1.-.-	Flap endonuclease Xni
GCA_001901445_00176	CDS	fucO	1.1.1.77	Lactaldehyde reductase
GCA_001901445_00177	CDS	fucA_2	4.1.2.17	L-fuculose phosphate aldolase
GCA_001901445_00178	CDS	fucP		L-fucose-proton symporter
GCA_001901445_00179	CDS	fucI	5.3.1.25	L-fucose isomerase
GCA_001901445_00180	CDS	fucK	2.7.1.51	L-fuculokinase
GCA_001901445_00181	CDS	fucU	5.1.3.29	L-fucose mutarotase
GCA_001901445_00182	CDS	glpR_1		Glycerol-3-phosphate regulon repressor
GCA_001901445_00183	CDS	rlmM	2.1.1.186	Ribosomal RNA large subunit methyltransferase M
GCA_001901445_00184	CDS			hypothetical protein
GCA_001901445_00185	CDS	gcvA		Glycine cleavage system transcriptional activator
GCA_001901445_00186	CDS	ygdR_1		putative lipoprotein YgdR
GCA_001901445_00187	CDS	csdA	2.8.1.7	Cysteine desulfurase CsdA
GCA_001901445_00188	CDS	csdE		Sulfur acceptor protein CsdE
GCA_001901445_00189	CDS	tcdA	6.1.-.-	tRNA threonylcarbamoyladenosine dehydratase
GCA_001901445_00190	CDS	mltA	4.2.2.-	Membrane-bound lytic murein transglycosylase A
GCA_001901445_00191	tRNA			tRNA-Met(cat)
GCA_001901445_00192	tRNA			tRNA-Met(cat)
GCA_001901445_00193	tRNA			tRNA-Met(cat)
GCA_001901445_00194	CDS			hypothetical protein
GCA_001901445_00195	CDS			hypothetical protein
GCA_001901445_00196	CDS			hypothetical protein
GCA_001901445_00197	CDS			hypothetical protein
GCA_001901445_00198	CDS	yiaD_1		putative lipoprotein YiaD
GCA_001901445_00199	CDS	hcpA_1		Major exported protein
GCA_001901445_00200	CDS	clpB_2		Chaperone protein ClpB
GCA_001901445_00201	CDS	vgrG1_1	6.3.2.-	Actin cross-linking toxin VgrG1
GCA_001901445_00202	CDS			hypothetical protein
GCA_001901445_00203	CDS			hypothetical protein
GCA_001901445_00204	CDS	vgrG1_2	6.3.2.-	Actin cross-linking toxin VgrG1
GCA_001901445_00205	CDS			hypothetical protein
GCA_001901445_00206	CDS			hypothetical protein
GCA_001901445_00207	CDS			hypothetical protein
GCA_001901445_00208	CDS			hypothetical protein
GCA_001901445_00209	CDS			hypothetical protein
GCA_001901445_00210	CDS			hypothetical protein
GCA_001901445_00211	CDS			hypothetical protein
GCA_001901445_00212	CDS			hypothetical protein
GCA_001901445_00213	CDS			hypothetical protein
GCA_001901445_00214	CDS			hypothetical protein
GCA_001901445_00215	CDS			hypothetical protein
GCA_001901445_00216	CDS			hypothetical protein
GCA_001901445_00217	CDS			hypothetical protein
GCA_001901445_00218	CDS			hypothetical protein
GCA_001901445_00219	CDS			hypothetical protein
GCA_001901445_00220	CDS			hypothetical protein
GCA_001901445_00221	CDS			hypothetical protein
GCA_001901445_00222	CDS			hypothetical protein
GCA_001901445_00223	CDS			hypothetical protein
GCA_001901445_00224	CDS			hypothetical protein
GCA_001901445_00225	CDS			hypothetical protein
GCA_001901445_00226	CDS			hypothetical protein
GCA_001901445_00227	CDS	amiC	3.5.1.28	N-acetylmuramoyl-L-alanine amidase AmiC
GCA_001901445_00228	CDS	argA_1	2.3.1.1	Amino-acid acetyltransferase
GCA_001901445_00229	CDS	recD	3.1.11.5	RecBCD enzyme subunit RecD
GCA_001901445_00230	CDS	recB	3.1.11.5	RecBCD enzyme subunit RecB
GCA_001901445_00231	CDS	ptrA	3.4.24.55	Protease 3
GCA_001901445_00232	CDS	recC	3.1.11.5	RecBCD enzyme subunit RecC
GCA_001901445_00233	CDS			hypothetical protein
GCA_001901445_00234	CDS			hypothetical protein
GCA_001901445_00235	CDS			hypothetical protein
GCA_001901445_00236	CDS			hypothetical protein
GCA_001901445_00237	CDS	thyA_1	2.1.1.45	Thymidylate synthase
GCA_001901445_00238	CDS	lgt	2.4.99.-	Prolipoprotein diacylglyceryl transferase
GCA_001901445_00239	CDS	ptsP	2.7.3.9	Phosphoenolpyruvate-dependent phosphotransferase system
GCA_001901445_00240	CDS	rppH	3.6.1.-	RNA pyrophosphohydrolase
GCA_001901445_00241	CDS			hypothetical protein
GCA_001901445_00242	CDS	mutH		DNA mismatch repair protein MutH
GCA_001901445_00243	CDS			hypothetical protein
GCA_001901445_00244	CDS	ygdR_2		putative lipoprotein YgdR
GCA_001901445_00245	CDS	yhdN_1	1.1.1.-	General stress protein 69
GCA_001901445_00246	CDS	lplT		Lysophospholipid transporter LplT
GCA_001901445_00247	CDS	aas		Bifunctional protein Aas
GCA_001901445_00248	CDS	galR		HTH-type transcriptional regulator GalR
GCA_001901445_00249	CDS	lysA	4.1.1.20	Diaminopimelate decarboxylase
GCA_001901445_00250	CDS	cmpR		HTH-type transcriptional activator CmpR
GCA_001901445_00251	CDS		5.1.1.13	Aspartate racemase
GCA_001901445_00252	CDS	araE		Arabinose-proton symporter
GCA_001901445_00253	CDS	kduD	1.1.1.127	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
GCA_001901445_00254	CDS	kduI	5.3.1.17	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase
GCA_001901445_00255	CDS	thlA	2.3.1.9	Acetyl-CoA acetyltransferase
GCA_001901445_00256	CDS	yqeG		Inner membrane transport protein YqeG
GCA_001901445_00257	CDS	ecpR_1		HTH-type transcriptional regulator EcpR
GCA_001901445_00258	CDS			hypothetical protein
GCA_001901445_00259	CDS			hypothetical protein
GCA_001901445_00260	CDS			hypothetical protein
GCA_001901445_00261	CDS			hypothetical protein
GCA_001901445_00262	CDS			hypothetical protein
GCA_001901445_00263	CDS			hypothetical protein
GCA_001901445_00264	CDS			hypothetical protein
GCA_001901445_00265	CDS	sicA		Chaperone protein SicA
GCA_001901445_00266	CDS			hypothetical protein
GCA_001901445_00267	CDS			hypothetical protein
GCA_001901445_00268	CDS			hypothetical protein
GCA_001901445_00269	CDS	bvgA_1		Virulence factors putative positive transcription regulator BvgA
GCA_001901445_00270	CDS			hypothetical protein
GCA_001901445_00271	CDS	orgA		Oxygen-regulated invasion protein OrgA
GCA_001901445_00272	CDS	prgK		Lipoprotein PrgK
GCA_001901445_00273	CDS			hypothetical protein
GCA_001901445_00274	CDS			hypothetical protein
GCA_001901445_00275	CDS			hypothetical protein
GCA_001901445_00276	CDS			hypothetical protein
GCA_001901445_00277	CDS			hypothetical protein
GCA_001901445_00278	CDS			hypothetical protein
GCA_001901445_00279	CDS	spaS_1		Surface presentation of antigens protein SpaS
GCA_001901445_00280	CDS	spaS_2		Surface presentation of antigens protein SpaS
GCA_001901445_00281	CDS			hypothetical protein
GCA_001901445_00282	CDS			hypothetical protein
GCA_001901445_00283	CDS	fliP_1		Flagellar biosynthetic protein FliP
GCA_001901445_00284	CDS	spaO_1		Surface presentation of antigens protein SpaO
GCA_001901445_00285	CDS			hypothetical protein
GCA_001901445_00286	CDS	spaO_2		Surface presentation of antigens protein SpaO
GCA_001901445_00287	CDS			hypothetical protein
GCA_001901445_00288	tRNA			tRNA-Gly(ccc)
GCA_001901445_00289	CDS	nlpD_2		Murein hydrolase activator NlpD
GCA_001901445_00290	CDS	xdhA_1	1.17.1.4	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA
GCA_001901445_00291	CDS	ndhF	1.17.1.5	Nicotinate dehydrogenase FAD-subunit
GCA_001901445_00292	CDS	ndhS	1.17.1.5	Nicotinate dehydrogenase small FeS subunit
GCA_001901445_00293	CDS		1.14.13.48	Limonene hydroxylase
GCA_001901445_00294	CDS	argF	2.1.3.3	Ornithine carbamoyltransferase
GCA_001901445_00295	CDS	ygeX	4.3.1.15	Diaminopropionate ammonia-lyase
GCA_001901445_00296	CDS	argE_1	3.5.1.16	Acetylornithine deacetylase
GCA_001901445_00297	CDS	hyuA	3.5.2.-	D-phenylhydantoinase
GCA_001901445_00298	CDS	arcC1_1	2.7.2.2	Carbamate kinase 1
GCA_001901445_00299	CDS	pucA	1.17.1.4	putative xanthine dehydrogenase subunit A
GCA_001901445_00300	CDS			hypothetical protein
GCA_001901445_00301	CDS	mocA	2.7.7.76	Molybdenum cofactor cytidylyltransferase
GCA_001901445_00302	CDS	sfrB	1.-.-.-	NADPH-Fe(3+) oxidoreductase subunit beta
GCA_001901445_00303	CDS		3.5.4.32	8-oxoguanine deaminase
GCA_001901445_00304	CDS	cdhB	1.17.5.2	Caffeine dehydrogenase subunit beta
GCA_001901445_00305	CDS	xdhA_2	1.17.1.4	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA
GCA_001901445_00306	CDS	xanQ		Xanthine permease XanQ
GCA_001901445_00307	CDS	guaD	3.5.4.3	Guanine deaminase
GCA_001901445_00308	CDS	ghxQ		Guanine/hypoxanthine permease GhxQ
GCA_001901445_00309	CDS	hyfA_3	1.-.-.-	Hydrogenase-4 component A
GCA_001901445_00310	CDS	gltD_1	1.4.1.13	Glutamate synthase [NADPH] small chain
GCA_001901445_00311	CDS	uacT		Uric acid transporter UacT
GCA_001901445_00312	CDS			hypothetical protein
GCA_001901445_00313	CDS	idi	5.3.3.2	Isopentenyl-diphosphate Delta-isomerase
GCA_001901445_00314	CDS	lysS	6.1.1.6	Lysine--tRNA ligase
GCA_001901445_00315	CDS	prfB		Peptide chain release factor RF2
GCA_001901445_00316	CDS	recJ	3.1.-.-	Single-stranded-DNA-specific exonuclease RecJ
GCA_001901445_00317	CDS	dsbC		Thiol:disulfide interchange protein DsbC
GCA_001901445_00318	CDS	xerD_1		Tyrosine recombinase XerD
GCA_001901445_00319	CDS	fldB		Flavodoxin 2
GCA_001901445_00320	CDS	ygfX		Inner membrane protein YgfX
GCA_001901445_00321	CDS	sdhE		FAD assembly factor SdhE
GCA_001901445_00322	CDS	ygfZ		tRNA-modifying protein YgfZ
GCA_001901445_00323	CDS			hypothetical protein
GCA_001901445_00324	CDS			hypothetical protein
GCA_001901445_00325	CDS	bglA_1	3.2.1.86	6-phospho-beta-glucosidase BglA
GCA_001901445_00326	CDS	fabG_1	1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase FabG
GCA_001901445_00327	CDS	gcvP	1.4.4.2	Glycine dehydrogenase (decarboxylating)
GCA_001901445_00328	CDS	gcvH		Glycine cleavage system H protein
GCA_001901445_00329	CDS	gcvT	2.1.2.10	Aminomethyltransferase
GCA_001901445_00330	CDS	ubiI	1.14.13.-	2-octaprenylphenol hydroxylase
GCA_001901445_00331	CDS	ubiH	1.14.13.-	2-octaprenyl-6-methoxyphenol hydroxylase
GCA_001901445_00332	CDS	pepP	3.4.11.9	Xaa-Pro aminopeptidase
GCA_001901445_00333	CDS			hypothetical protein
GCA_001901445_00334	CDS	zapA		Cell division protein ZapA
GCA_001901445_00335	CDS	ygfA	6.3.3.2	5-formyltetrahydrofolate cyclo-ligase
GCA_001901445_00336	CDS	serA	1.1.1.95	D-3-phosphoglycerate dehydrogenase
GCA_001901445_00337	CDS	rpiA	5.3.1.6	Ribose-5-phosphate isomerase A
GCA_001901445_00338	CDS	argP		HTH-type transcriptional regulator ArgP
GCA_001901445_00339	CDS	scpA	5.4.99.2	Methylmalonyl-CoA mutase
GCA_001901445_00340	CDS	argK	3.6.5.-	GTPase ArgK
GCA_001901445_00341	CDS	scpB	4.1.1.41	Methylmalonyl-CoA decarboxylase
GCA_001901445_00342	CDS	scpC	2.8.3.-	Propionyl-CoA:succinate CoA transferase
GCA_001901445_00343	CDS	cynR_1		HTH-type transcriptional regulator CynR
GCA_001901445_00344	CDS			26 kDa periplasmic immunogenic protein
GCA_001901445_00345	CDS	argO		Arginine exporter protein ArgO
GCA_001901445_00346	CDS	mscS		Small-conductance mechanosensitive channel
GCA_001901445_00347	CDS	fbaA_1	4.1.2.13	Fructose-bisphosphate aldolase class 2
GCA_001901445_00348	CDS	pgk	2.7.2.3	Phosphoglycerate kinase
GCA_001901445_00349	CDS	epd	1.2.1.72	D-erythrose-4-phosphate dehydrogenase
GCA_001901445_00350	CDS			hypothetical protein
GCA_001901445_00351	CDS			hypothetical protein
GCA_001901445_00352	CDS	ecfT		Energy-coupling factor transporter transmembrane protein EcfT
GCA_001901445_00353	CDS	ecfA1_1	3.6.3.-	Energy-coupling factor transporter ATP-binding protein EcfA1
GCA_001901445_00354	CDS	ecfA1_2	3.6.3.-	Energy-coupling factor transporter ATP-binding protein EcfA1
GCA_001901445_00355	CDS	coaA_1	2.7.1.33	Pantothenate kinase
GCA_001901445_00356	CDS	mtlR_1		Mannitol operon repressor
GCA_001901445_00357	CDS	yggF_1	3.1.3.11	Fructose-1,6-bisphosphatase 2 class 2
GCA_001901445_00358	CDS	yggF_2	3.1.3.11	Fructose-1,6-bisphosphatase 2 class 2
GCA_001901445_00359	CDS	adhT	1.1.1.1	Alcohol dehydrogenase
GCA_001901445_00360	CDS	mtlA_1		PTS system mannitol-specific EIICB component
GCA_001901445_00361	CDS	cmtB	2.7.1.197	Mannitol-specific cryptic phosphotransferase enzyme IIA component
GCA_001901445_00362	CDS	tktA	2.2.1.1	Transketolase 1
GCA_001901445_00363	CDS	loiP_1	3.4.24.-	Metalloprotease LoiP
GCA_001901445_00364	CDS	speB	3.5.3.11	Agmatinase
GCA_001901445_00365	CDS			hypothetical protein
GCA_001901445_00366	CDS	speA	4.1.1.19	Biosynthetic arginine decarboxylase
GCA_001901445_00367	CDS			hypothetical protein
GCA_001901445_00368	CDS	metK	2.5.1.6	S-adenosylmethionine synthase
GCA_001901445_00369	CDS	galP		Galactose-proton symporter
GCA_001901445_00370	CDS	sprT		Protein SprT
GCA_001901445_00371	CDS	endA	3.1.21.1	Endonuclease-1
GCA_001901445_00372	CDS	rsmE	2.1.1.193	Ribosomal RNA small subunit methyltransferase E
GCA_001901445_00373	CDS	gshB	6.3.2.3	Glutathione synthetase
GCA_001901445_00374	CDS			hypothetical protein
GCA_001901445_00375	CDS	yqgF	3.1.-.-	Putative pre-16S rRNA nuclease
GCA_001901445_00376	CDS	pilT		Twitching mobility protein
GCA_001901445_00377	CDS			hypothetical protein
GCA_001901445_00378	CDS			hypothetical protein
GCA_001901445_00379	CDS			hypothetical protein
GCA_001901445_00380	CDS	rdgB	3.6.1.9	dITP/XTP pyrophosphatase
GCA_001901445_00381	CDS	hemN_1	1.3.99.-	Oxygen-independent coproporphyrinogen-III oxidase-like protein YqeR
GCA_001901445_00382	CDS			hypothetical protein
GCA_001901445_00383	CDS	ansB	3.5.1.1	L-asparaginase 2
GCA_001901445_00384	CDS			hypothetical protein
GCA_001901445_00385	CDS			hypothetical protein
GCA_001901445_00386	CDS	trmB	2.1.1.33	tRNA (guanine-N(7)-)-methyltransferase
GCA_001901445_00387	CDS	mutY	3.2.2.-	Adenine DNA glycosylase
GCA_001901445_00388	CDS	yggX		putative Fe(2+)-trafficking protein
GCA_001901445_00389	CDS	mltC	4.2.2.-	Membrane-bound lytic murein transglycosylase C
