locus_tag	ftype	gene	EC_number	product
GCA_001891695_00058	CDS	lpfA		putative major fimbrial subunit LpfA
GCA_001891695_00059	CDS	fimC		Chaperone protein FimC
GCA_001891695_00060	CDS	fimD_1		Outer membrane usher protein FimD
GCA_001891695_00061	CDS	sfaG_1		S-fimbrial protein subunit SfaG
GCA_001891695_00062	CDS	sfaS_1		S-fimbrial adhesin protein SfaS
GCA_001891695_00063	CDS	sfaH_1		S-fimbrial protein subunit SfaH
GCA_001891695_00064	CDS			hypothetical protein
GCA_001891695_00065	CDS	gntP		High-affinity gluconate transporter
GCA_001891695_00066	CDS	uxuA	4.2.1.8	Mannonate dehydratase
GCA_001891695_00067	CDS	por_1	1.1.1.-	Polyol:NADP oxidoreductase
GCA_001891695_00068	CDS			hypothetical protein
GCA_001891695_00069	CDS	pdhR_1		Pyruvate dehydrogenase complex repressor
GCA_001891695_00070	CDS			hypothetical protein
GCA_001891695_00071	CDS	iraD		Anti-adapter protein IraD
GCA_001891695_00072	CDS	yjiE_1		HTH-type transcriptional regulator YjiE
GCA_001891695_00073	CDS	iadA	3.4.19.-	Isoaspartyl dipeptidase
GCA_001891695_00074	CDS	yjiG		Inner membrane protein YjiG
GCA_001891695_00075	CDS			hypothetical protein
GCA_001891695_00076	CDS	kptA	2.7.1.-	RNA 2'-phosphotransferase
GCA_001891695_00077	CDS			Invasin
GCA_001891695_00078	CDS			hypothetical protein
GCA_001891695_00079	CDS			hypothetical protein
GCA_001891695_00080	CDS	bag		IgA FC receptor
GCA_001891695_00081	CDS			hypothetical protein
GCA_001891695_00082	CDS	fldI	3.6.1.-	(R)-phenyllactate dehydratase activator
GCA_001891695_00083	CDS	fldC	4.2.1.-	(R)-phenyllactyl-CoA dehydratase beta subunit
GCA_001891695_00084	CDS			hypothetical protein
GCA_001891695_00085	CDS	mdtM		Multidrug resistance protein MdtM
GCA_001891695_00086	CDS			hypothetical protein
GCA_001891695_00087	CDS	norG		HTH-type transcriptional regulator NorG
GCA_001891695_00088	CDS			hypothetical protein
GCA_001891695_00089	CDS			hypothetical protein
GCA_001891695_00090	CDS	symE_1	3.1.-.-	Toxic protein SymE
GCA_001891695_00091	CDS			hypothetical protein
GCA_001891695_00092	CDS	rep_1	3.6.4.12	ATP-dependent DNA helicase Rep
GCA_001891695_00093	CDS	yjiA		putative GTP-binding protein YjiA
GCA_001891695_00094	CDS			hypothetical protein
GCA_001891695_00095	CDS	yjiY		Inner membrane protein YjiY
GCA_001891695_00096	CDS			hypothetical protein
GCA_001891695_00097	CDS	tsr		Methyl-accepting chemotaxis protein I
GCA_001891695_00098	CDS	lgoT_1		putative L-galactonate transporter
GCA_001891695_00099	CDS	lgoR		putative HTH-type transcriptional regulator LgoR
GCA_001891695_00100	CDS	lgoD	1.1.1.-	L-galactonate-5-dehydrogenase
GCA_001891695_00101	CDS	mdoB	2.7.8.20	Phosphoglycerol transferase I
GCA_001891695_00102	CDS			hypothetical protein
GCA_001891695_00103	CDS	dnaC		DNA replication protein DnaC
GCA_001891695_00104	CDS	dnaT_1		Primosomal protein 1
GCA_001891695_00105	CDS			hypothetical protein
GCA_001891695_00106	CDS	yjjP		Inner membrane protein YjjP
GCA_001891695_00107	CDS	yjjQ		Putative transcription factor YjjQ
GCA_001891695_00108	CDS	bglJ		Transcriptional activator protein BglJ
GCA_001891695_00109	CDS	fhuF		Ferric iron reductase protein FhuF
GCA_001891695_00110	CDS			hypothetical protein
GCA_001891695_00111	tRNA			tRNA-Leu(cag)
GCA_001891695_00112	tRNA			tRNA-Leu(cag)
GCA_001891695_00113	tRNA			tRNA-Leu(cag)
GCA_001891695_00114	CDS	rsmC	2.1.1.172	Ribosomal RNA small subunit methyltransferase C
GCA_001891695_00115	CDS	holD	2.7.7.7	DNA polymerase III subunit psi
GCA_001891695_00116	CDS	rimI	2.3.1.128	Ribosomal-protein-alanine acetyltransferase
GCA_001891695_00117	CDS	yjjG	3.1.3.5	Pyrimidine 5'-nucleotidase YjjG
GCA_001891695_00118	CDS	prfC		Peptide chain release factor RF3
GCA_001891695_00119	CDS	osmY_1		Osmotically-inducible protein Y
GCA_001891695_00120	CDS			hypothetical protein
GCA_001891695_00121	CDS			hypothetical protein
GCA_001891695_00122	CDS	yjjV	3.1.-.-	putative metal-dependent hydrolase YjjV
GCA_001891695_00123	CDS	yjjW	1.97.1.-	Putative glycyl-radical enzyme activating enzyme YjjW
GCA_001891695_00124	CDS			hypothetical protein
GCA_001891695_00125	CDS	deoC	4.1.2.4	Deoxyribose-phosphate aldolase
GCA_001891695_00126	CDS	deoA	2.4.2.4	Thymidine phosphorylase
GCA_001891695_00127	CDS	deoB_1	5.4.2.7	Phosphopentomutase
GCA_001891695_00128	CDS	deoD	2.4.2.1	Purine nucleoside phosphorylase DeoD-type
GCA_001891695_00129	CDS			hypothetical protein
GCA_001891695_00130	CDS	lplA	6.3.1.20	Lipoate-protein ligase A
GCA_001891695_00131	CDS			hypothetical protein
GCA_001891695_00132	CDS	serB	3.1.3.3	Phosphoserine phosphatase
GCA_001891695_00133	CDS	radA	3.6.4.-	DNA repair protein RadA
GCA_001891695_00134	CDS	nadR		Trifunctional NAD biosynthesis/regulator protein NadR
GCA_001891695_00135	CDS			hypothetical protein
GCA_001891695_00136	CDS	ettA		Energy-dependent translational throttle protein EttA
GCA_001891695_00137	CDS	slt	4.2.2.-	Soluble lytic murein transglycosylase
GCA_001891695_00138	CDS	trpR		Trp operon repressor
GCA_001891695_00139	CDS	yjjX	3.6.1.-	Non-canonical purine NTP phosphatase
GCA_001891695_00140	CDS	pspB_1	3.1.3.3	Putative phosphoserine phosphatase 2
GCA_001891695_00141	CDS	rob_1		Right origin-binding protein
GCA_001891695_00142	CDS			hypothetical protein
GCA_001891695_00143	CDS	creB		Transcriptional regulatory protein CreB
GCA_001891695_00144	CDS	creC	2.7.13.3	Sensor protein CreC
GCA_001891695_00145	CDS	creD		Inner membrane protein CreD
GCA_001891695_00146	CDS	arcA		Aerobic respiration control protein ArcA
GCA_001891695_00147	CDS		2.1.1.-	putative tRNA/rRNA methyltransferase
GCA_001891695_00148	CDS	thrA		Bifunctional aspartokinase/homoserine dehydrogenase 1
GCA_001891695_00149	CDS	thrB	2.7.1.39	Homoserine kinase
GCA_001891695_00150	CDS	thrC	4.2.3.1	Threonine synthase
GCA_001891695_00151	CDS			hypothetical protein
GCA_001891695_00152	CDS			hypothetical protein
GCA_001891695_00153	CDS	alsT		Amino-acid carrier protein AlsT
GCA_001891695_00154	CDS	talB	2.2.1.2	Transaldolase B
GCA_001891695_00155	CDS	mog	2.7.7.75	Molybdopterin adenylyltransferase
GCA_001891695_00156	CDS	satP		Succinate-acetate/proton symporter SatP
GCA_001891695_00157	CDS			hypothetical protein
GCA_001891695_00158	CDS			hypothetical protein
GCA_001891695_00159	CDS	dnaK_1		Chaperone protein DnaK
GCA_001891695_00160	CDS	dnaJ_1		Chaperone protein DnaJ
GCA_001891695_00161	CDS			hypothetical protein
GCA_001891695_00162	CDS	nhaA		Na(+)/H(+) antiporter NhaA
GCA_001891695_00163	CDS	nhaR		Transcriptional activator protein NhaR
GCA_001891695_00164	CDS			hypothetical protein
GCA_001891695_00165	CDS	yehB_1		Outer membrane usher protein YehB
GCA_001891695_00166	CDS	yehC_1		putative fimbrial chaperone YehC
GCA_001891695_00167	CDS	yehD_1		putative fimbrial-like protein YehD
GCA_001891695_00168	CDS			hypothetical protein
GCA_001891695_00169	CDS	rpsT		30S ribosomal protein S20
GCA_001891695_00170	CDS	ribF		Riboflavin biosynthesis protein RibF
GCA_001891695_00171	CDS	ileS	6.1.1.5	Isoleucine--tRNA ligase
GCA_001891695_00172	CDS	lspA	3.4.23.36	Lipoprotein signal peptidase
GCA_001891695_00173	CDS	fkpB	5.2.1.8	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase
GCA_001891695_00174	CDS	ispH	1.17.7.4	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
GCA_001891695_00175	CDS	rihC	3.2.-.-	Non-specific ribonucleoside hydrolase RihC
GCA_001891695_00176	CDS	dapB	1.17.1.8	4-hydroxy-tetrahydrodipicolinate reductase
GCA_001891695_00177	CDS	carA	6.3.5.5	Carbamoyl-phosphate synthase small chain
GCA_001891695_00178	CDS	carB	6.3.5.5	Carbamoyl-phosphate synthase large chain
GCA_001891695_00179	CDS			hypothetical protein
GCA_001891695_00180	CDS	dapH_1	2.3.1.89	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
GCA_001891695_00181	CDS	caiD	4.2.1.149	Carnitinyl-CoA dehydratase
GCA_001891695_00182	CDS	caiC	6.2.1.-	putative crotonobetaine/carnitine-CoA ligase
GCA_001891695_00183	CDS	caiB	2.8.3.21	L-carnitine CoA-transferase
GCA_001891695_00184	CDS	caiA_1	1.3.99.-	Crotonobetainyl-CoA dehydrogenase
GCA_001891695_00185	CDS	caiT_1		L-carnitine/gamma-butyrobetaine antiporter
GCA_001891695_00186	CDS	etfB_1		Electron transfer flavoprotein subunit beta
GCA_001891695_00187	CDS	etfA_1		Electron transfer flavoprotein subunit alpha
GCA_001891695_00188	CDS		1.5.5.1	Electron transfer flavoprotein-ubiquinone oxidoreductase
GCA_001891695_00189	CDS	fixX_1		Ferredoxin-like protein FixX
GCA_001891695_00190	CDS	ygcS_1		Inner membrane metabolite transport protein YgcS
GCA_001891695_00191	CDS	kefF_1	1.6.5.2	Glutathione-regulated potassium-efflux system ancillary protein KefF
GCA_001891695_00192	CDS	kefC_1		Glutathione-regulated potassium-efflux system protein KefC
GCA_001891695_00193	CDS	folA	1.5.1.3	Dihydrofolate reductase
GCA_001891695_00194	CDS	ccdA		Antitoxin CcdA
GCA_001891695_00195	CDS	ccdB		Toxin CcdB
GCA_001891695_00196	CDS	apaH	3.6.1.41	Bis(5'-nucleosyl)-tetraphosphatase [symmetrical]
GCA_001891695_00197	CDS	apaG		Protein ApaG
GCA_001891695_00198	CDS	rsmA	2.1.1.182	Ribosomal RNA small subunit methyltransferase A
GCA_001891695_00199	CDS	pdxA	1.1.1.262	4-hydroxythreonine-4-phosphate dehydrogenase
GCA_001891695_00200	CDS	surA	5.2.1.8	Chaperone SurA
GCA_001891695_00201	CDS	lptD		LPS-assembly protein LptD
GCA_001891695_00202	CDS	djlA		Co-chaperone protein DjlA
GCA_001891695_00203	CDS			hypothetical protein
GCA_001891695_00204	CDS	rluA	5.4.99.28	Ribosomal large subunit pseudouridine synthase A
GCA_001891695_00205	CDS	rapA	3.6.4.-	RNA polymerase-associated protein RapA
GCA_001891695_00206	CDS	polB	2.7.7.7	DNA polymerase II
GCA_001891695_00207	CDS	araD	5.1.3.4	L-ribulose-5-phosphate 4-epimerase AraD
GCA_001891695_00208	CDS	araA	5.3.1.4	L-arabinose isomerase
GCA_001891695_00209	CDS	araB	2.7.1.16	Ribulokinase
GCA_001891695_00210	CDS	araC		Arabinose operon regulatory protein
GCA_001891695_00211	CDS	yabI		Inner membrane protein YabI
GCA_001891695_00212	CDS	thiQ	3.6.3.-	Thiamine import ATP-binding protein ThiQ
GCA_001891695_00213	CDS	cysW_1		Sulfate transport system permease protein CysW
GCA_001891695_00214	CDS	thiB		Thiamine-binding periplasmic protein
GCA_001891695_00215	CDS			hypothetical protein
GCA_001891695_00216	CDS			hypothetical protein
GCA_001891695_00217	CDS	sgrR_1		HTH-type transcriptional regulator SgrR
GCA_001891695_00218	CDS	sgrT		Putative inhibitor of glucose uptake transporter SgrT
GCA_001891695_00219	CDS	setA		Sugar efflux transporter A
GCA_001891695_00220	CDS	leuD	4.2.1.33	3-isopropylmalate dehydratase small subunit
GCA_001891695_00221	CDS	leuC	4.2.1.33	3-isopropylmalate dehydratase large subunit
GCA_001891695_00222	CDS	leuB	1.1.1.85	3-isopropylmalate dehydrogenase
GCA_001891695_00223	CDS	leuA	2.3.3.13	2-isopropylmalate synthase
GCA_001891695_00224	CDS	leuO		HTH-type transcriptional regulator LeuO
GCA_001891695_00225	CDS	ilvI	2.2.1.6	Acetolactate synthase isozyme 3 large subunit
GCA_001891695_00226	CDS	ilvH	2.2.1.6	Acetolactate synthase isozyme 3 small subunit
GCA_001891695_00227	CDS	cra		Catabolite repressor/activator
GCA_001891695_00228	CDS	mraZ		Transcriptional regulator MraZ
GCA_001891695_00229	CDS	rsmH	2.1.1.199	Ribosomal RNA small subunit methyltransferase H
GCA_001891695_00230	CDS	ftsL		Cell division protein FtsL
GCA_001891695_00231	CDS	ftsI	3.4.16.4	Peptidoglycan D,D-transpeptidase FtsI
GCA_001891695_00232	CDS	murE	6.3.2.13	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
GCA_001891695_00233	CDS	murF	6.3.2.10	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
GCA_001891695_00234	CDS	mraY	2.7.8.13	Phospho-N-acetylmuramoyl-pentapeptide-transferase
GCA_001891695_00235	CDS	murD	6.3.2.9	UDP-N-acetylmuramoylalanine--D-glutamate ligase
GCA_001891695_00236	CDS	ftsW	2.4.1.129	putative peptidoglycan glycosyltransferase FtsW
GCA_001891695_00237	CDS	murG	2.4.1.227	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
GCA_001891695_00238	CDS	murC	6.3.2.8	UDP-N-acetylmuramate--L-alanine ligase
GCA_001891695_00239	CDS	ddlB	6.3.2.4	D-alanine--D-alanine ligase B
GCA_001891695_00240	CDS	ftsQ		Cell division protein FtsQ
GCA_001891695_00241	CDS	ftsA_1		Cell division protein FtsA
GCA_001891695_00242	CDS	ftsZ		Cell division protein FtsZ
GCA_001891695_00243	CDS	lpxC	3.5.1.108	UDP-3-O-acyl-N-acetylglucosamine deacetylase
GCA_001891695_00244	CDS	secM		Secretion monitor
GCA_001891695_00245	CDS	secA		Protein translocase subunit SecA
GCA_001891695_00246	CDS	mutT	3.6.1.55	8-oxo-dGTP diphosphatase
GCA_001891695_00247	CDS	yacG		DNA gyrase inhibitor YacG
GCA_001891695_00248	CDS	zapD		Cell division protein ZapD
GCA_001891695_00249	CDS	coaE	2.7.1.24	Dephospho-CoA kinase
GCA_001891695_00250	CDS	guaC	1.7.1.7	GMP reductase
GCA_001891695_00251	CDS	epsF_1		Type II secretion system protein F
GCA_001891695_00252	CDS	epsE_1		Type II secretion system protein E
GCA_001891695_00253	CDS	pilE1		Fimbrial protein
GCA_001891695_00254	CDS	nadC	2.4.2.19	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
GCA_001891695_00255	CDS	ampD	3.5.1.28	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
GCA_001891695_00256	CDS			hypothetical protein
GCA_001891695_00257	CDS	aroP		Aromatic amino acid transport protein AroP
GCA_001891695_00258	CDS	pdhR_2		Pyruvate dehydrogenase complex repressor
GCA_001891695_00259	CDS	aceE	1.2.4.1	Pyruvate dehydrogenase E1 component
GCA_001891695_00260	CDS	aceF	2.3.1.12	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
GCA_001891695_00261	CDS	lpdA	1.8.1.4	Dihydrolipoyl dehydrogenase
GCA_001891695_00262	CDS			hypothetical protein
GCA_001891695_00263	CDS	acnB	4.2.1.3	Aconitate hydratase B
GCA_001891695_00264	CDS			hypothetical protein
GCA_001891695_00265	CDS	speD	4.1.1.50	S-adenosylmethionine decarboxylase proenzyme
GCA_001891695_00266	CDS	speE	2.5.1.-	Polyamine aminopropyltransferase
GCA_001891695_00267	CDS			hypothetical protein
GCA_001891695_00268	CDS	cueO		Blue copper oxidase CueO
GCA_001891695_00269	CDS	gcd	1.1.5.2	Quinoprotein glucose dehydrogenase
GCA_001891695_00270	CDS	hpt	2.4.2.8	Hypoxanthine phosphoribosyltransferase
GCA_001891695_00271	CDS	can	4.2.1.1	Carbonic anhydrase 2
GCA_001891695_00272	CDS	drrA	3.6.3.-	Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
GCA_001891695_00273	CDS	yadH		Inner membrane transport permease YadH
GCA_001891695_00274	CDS	manX_1	2.7.1.191	PTS system mannose-specific EIIAB component
GCA_001891695_00275	CDS	icaB	3.5.1.-	Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase
GCA_001891695_00276	CDS	panD	4.1.1.11	Aspartate 1-decarboxylase
GCA_001891695_00277	CDS			hypothetical protein
GCA_001891695_00278	CDS	panC	6.3.2.1	Pantothenate synthetase
GCA_001891695_00279	CDS	panB	2.1.2.11	3-methyl-2-oxobutanoate hydroxymethyltransferase
GCA_001891695_00280	CDS	yadC		putative fimbrial-like protein YadC
GCA_001891695_00281	CDS	yadK		putative fimbrial-like protein YadK
GCA_001891695_00282	CDS	yadL		putative fimbrial-like protein YadL
GCA_001891695_00283	CDS	yadM		putative fimbrial-like protein YadM
GCA_001891695_00284	CDS	htrE		Outer membrane usher protein HtrE
GCA_001891695_00285	CDS	yadV		putative fimbrial chaperone YadV
GCA_001891695_00286	CDS	yadN		putative fimbrial-like protein YadN
GCA_001891695_00287	CDS	folK	2.7.6.3	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
GCA_001891695_00288	CDS	pcnB	2.7.7.19	Poly(A) polymerase I
GCA_001891695_00289	CDS	gluQ	6.1.1.-	Glutamyl-Q tRNA(Asp) synthetase
GCA_001891695_00290	CDS	dksA_1		RNA polymerase-binding transcription factor DksA
GCA_001891695_00291	CDS	sfsA		Sugar fermentation stimulation protein A
GCA_001891695_00292	CDS	thpR	3.1.4.-	RNA 2',3'-cyclic phosphodiesterase
GCA_001891695_00293	CDS	srmB_1	3.6.4.13	ATP-dependent RNA helicase SrmB
GCA_001891695_00294	CDS	mrcB		Penicillin-binding protein 1B
GCA_001891695_00295	CDS	fhuA		Ferrichrome-iron receptor
GCA_001891695_00296	CDS	fhuC_1	3.6.3.34	Iron(3+)-hydroxamate import ATP-binding protein FhuC
GCA_001891695_00297	CDS	fhuD		Iron(3+)-hydroxamate-binding protein FhuD
GCA_001891695_00298	CDS	fhuB		Iron(3+)-hydroxamate import system permease protein FhuB
GCA_001891695_00299	CDS	hemL	5.4.3.8	Glutamate-1-semialdehyde 2,1-aminomutase
GCA_001891695_00300	CDS	clcA		H(+)/Cl(-) exchange transporter ClcA
GCA_001891695_00301	CDS	erpA		Iron-sulfur cluster insertion protein ErpA
GCA_001891695_00302	CDS			hypothetical protein
GCA_001891695_00303	CDS	btuF		Vitamin B12-binding protein
GCA_001891695_00304	CDS	mtnN	3.2.2.9	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
GCA_001891695_00305	CDS	dgt_1	3.1.5.1	Deoxyguanosinetriphosphate triphosphohydrolase
GCA_001891695_00306	CDS	degP	3.4.21.107	Periplasmic serine endoprotease DegP
GCA_001891695_00307	CDS	cdaR		Carbohydrate diacid regulator
GCA_001891695_00308	CDS			hypothetical protein
GCA_001891695_00309	CDS			hypothetical protein
GCA_001891695_00310	CDS	dapD	2.3.1.117	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
GCA_001891695_00311	CDS	glnD		Bifunctional uridylyltransferase/uridylyl-removing enzyme
GCA_001891695_00312	CDS	map	3.4.11.18	Methionine aminopeptidase
GCA_001891695_00313	CDS	rpsB		30S ribosomal protein S2
GCA_001891695_00314	CDS	tsf		Elongation factor Ts
GCA_001891695_00315	CDS	pyrH	2.7.4.22	Uridylate kinase
GCA_001891695_00316	CDS	frr		Ribosome-recycling factor
GCA_001891695_00317	CDS	dxr	1.1.1.267	1-deoxy-D-xylulose 5-phosphate reductoisomerase
GCA_001891695_00318	CDS	uppS	2.5.1.31	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
GCA_001891695_00319	CDS			hypothetical protein
GCA_001891695_00320	CDS	cdsA_1	2.7.7.41	Phosphatidate cytidylyltransferase
GCA_001891695_00321	CDS	rseP	3.4.24.-	Regulator of sigma-E protease RseP
GCA_001891695_00322	CDS	bamA		Outer membrane protein assembly factor BamA
GCA_001891695_00323	CDS	skp		Chaperone protein Skp
GCA_001891695_00324	CDS	lpxD_1	2.3.1.191	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
GCA_001891695_00325	CDS	fabZ	4.2.1.59	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
GCA_001891695_00326	CDS	lpxA	2.3.1.129	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
GCA_001891695_00327	CDS	lpxB	2.4.1.182	Lipid-A-disaccharide synthase
GCA_001891695_00328	CDS	rnhB	3.1.26.4	Ribonuclease HII
GCA_001891695_00329	CDS	dnaE	2.7.7.7	DNA polymerase III subunit alpha
GCA_001891695_00330	CDS	accA	6.4.1.2	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
GCA_001891695_00331	CDS	ldcC	4.1.1.18	Constitutive lysine decarboxylase
GCA_001891695_00332	CDS	cetB	5.1.3.33	2-epi-5-epi-valiolone epimerase
GCA_001891695_00333	CDS	tilS	6.3.4.19	tRNA(Ile)-lysidine synthase
GCA_001891695_00334	CDS			hypothetical protein
GCA_001891695_00335	CDS			hypothetical protein
GCA_001891695_00336	CDS			hypothetical protein
GCA_001891695_00337	CDS	arfB	3.1.1.29	Peptidyl-tRNA hydrolase ArfB
GCA_001891695_00338	CDS	nlpE		Lipoprotein NlpE
GCA_001891695_00339	CDS			hypothetical protein
GCA_001891695_00340	CDS	proS_1	6.1.1.15	Proline--tRNA ligase
GCA_001891695_00341	CDS	trmO	2.1.1.-	tRNA (adenine(37)-N6)-methyltransferase
GCA_001891695_00342	CDS	rcsF		Outer membrane lipoprotein RcsF
GCA_001891695_00343	CDS	metQ		D-methionine-binding lipoprotein MetQ
GCA_001891695_00344	CDS	metI		D-methionine transport system permease protein MetI
GCA_001891695_00345	CDS	metN	3.6.3.-	Methionine import ATP-binding protein MetN
GCA_001891695_00346	CDS	gmhB	3.1.3.82	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
GCA_001891695_00347	CDS	ygbN		Inner membrane permease YgbN
GCA_001891695_00348	CDS	rpoS		RNA polymerase sigma factor RpoS
GCA_001891695_00349	CDS	nlpD_1		Murein hydrolase activator NlpD
GCA_001891695_00350	CDS	pcm	2.1.1.77	Protein-L-isoaspartate O-methyltransferase
GCA_001891695_00351	CDS	surE	3.1.3.5	5'/3'-nucleotidase SurE
GCA_001891695_00352	CDS	truD	5.4.99.27	tRNA pseudouridine synthase D
GCA_001891695_00353	CDS	ispF	4.6.1.12	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
GCA_001891695_00354	CDS	ispD	2.7.7.60	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
GCA_001891695_00355	CDS	ftsB		Cell division protein FtsB
GCA_001891695_00356	CDS	ygbE		Inner membrane protein YgbE
GCA_001891695_00357	CDS	cysC	2.7.1.25	Adenylyl-sulfate kinase
GCA_001891695_00358	CDS	cysN	2.7.7.4	Sulfate adenylyltransferase subunit 1
GCA_001891695_00359	CDS	cysD	2.7.7.4	Sulfate adenylyltransferase subunit 2
GCA_001891695_00360	CDS	ywaD	3.4.11.6	Aminopeptidase YwaD
	repeat_region			
GCA_001891695_00361	CDS	ygbF	3.1.-.-	CRISPR-associated endoribonuclease Cas2
GCA_001891695_00362	CDS	ygbT	3.1.-.-	CRISPR-associated endonuclease Cas1
GCA_001891695_00363	CDS	casE	3.1.-.-	CRISPR system Cascade subunit CasE
GCA_001891695_00364	CDS	casD		CRISPR system Cascade subunit CasD
GCA_001891695_00365	CDS	casC		CRISPR system Cascade subunit CasC
GCA_001891695_00366	CDS			hypothetical protein
GCA_001891695_00367	CDS	casA		CRISPR system Cascade subunit CasA
GCA_001891695_00368	CDS	ygcB	3.1.-.-	CRISPR-associated endonuclease/helicase Cas3
GCA_001891695_00369	CDS			hypothetical protein
GCA_001891695_00370	CDS	cysH_1	1.8.4.8	Phosphoadenosine phosphosulfate reductase
GCA_001891695_00371	CDS	cysI	1.8.1.2	Sulfite reductase [NADPH] hemoprotein beta-component
GCA_001891695_00372	CDS	cysJ_1	1.8.1.2	Sulfite reductase [NADPH] flavoprotein alpha-component
GCA_001891695_00373	CDS	queD	4.1.2.50	6-carboxy-5,6,7,8-tetrahydropterin synthase
GCA_001891695_00374	CDS		1.5.5.1	Electron transfer flavoprotein-ubiquinone oxidoreductase
GCA_001891695_00375	CDS	fixX_2		Ferredoxin-like protein FixX
