locus_tag	ftype	gene	EC_number	product
GCA_001614485_00145	CDS	nhaA		Na(+)/H(+) antiporter NhaA
GCA_001614485_00146	CDS	nhaR		Transcriptional activator protein NhaR
GCA_001614485_00147	CDS	rpsT		30S ribosomal protein S20
GCA_001614485_00148	CDS	ribF		Riboflavin biosynthesis protein RibF
GCA_001614485_00149	CDS	ileS	6.1.1.5	Isoleucine--tRNA ligase
GCA_001614485_00150	CDS	lspA	3.4.23.36	Lipoprotein signal peptidase
GCA_001614485_00151	CDS	rutF	1.5.1.42	FMN reductase (NADH) RutF
GCA_001614485_00152	CDS	rutE	1.1.1.298	putative malonic semialdehyde reductase RutE
GCA_001614485_00153	CDS	rutD	3.5.1.-	Putative aminoacrylate hydrolase RutD
GCA_001614485_00154	CDS	rutC	1.-.-.-	Putative aminoacrylate peracid reductase RutC
GCA_001614485_00155	CDS	rutB_1	3.5.1.110	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
GCA_001614485_00156	CDS	rutA	1.14.99.46	Pyrimidine monooxygenase RutA
GCA_001614485_00157	CDS	rutR		HTH-type transcriptional regulator RutR
GCA_001614485_00158	CDS	putA		Bifunctional protein PutA
GCA_001614485_00159	CDS	asnS	6.1.1.22	Asparagine--tRNA ligase
GCA_001614485_00160	CDS	ompF		Outer membrane protein F
GCA_001614485_00161	CDS	aspC	2.6.1.1	Aspartate aminotransferase
GCA_001614485_00162	CDS	gloC	3.1.2.6	Hydroxyacylglutathione hydrolase GloC
GCA_001614485_00163	CDS			hypothetical protein
GCA_001614485_00164	CDS			hypothetical protein
GCA_001614485_00165	CDS	artQ		Arginine ABC transporter permease protein ArtQ
GCA_001614485_00166	CDS	artM_1		Arginine ABC transporter permease protein ArtM
GCA_001614485_00167	CDS	artJ		ABC transporter arginine-binding protein 1
GCA_001614485_00168	CDS	rlmC	2.1.1.189	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC
GCA_001614485_00169	CDS	ybjO		Inner membrane protein YbjO
GCA_001614485_00170	CDS	ydcV_1		Inner membrane ABC transporter permease protein YdcV
GCA_001614485_00171	CDS	potH		Putrescine transport system permease protein PotH
GCA_001614485_00172	CDS	potA_1	3.6.3.31	Spermidine/putrescine import ATP-binding protein PotA
GCA_001614485_00173	CDS	potF		Putrescine-binding periplasmic protein
GCA_001614485_00174	CDS	bioD1_1	6.3.3.3	ATP-dependent dethiobiotin synthetase BioD 1
GCA_001614485_00175	CDS	bioC	2.1.1.197	Malonyl-[acyl-carrier protein] O-methyltransferase
GCA_001614485_00176	CDS	bioF_1	2.3.1.47	8-amino-7-oxononanoate synthase
GCA_001614485_00177	CDS	bioB	2.8.1.6	Biotin synthase
GCA_001614485_00178	CDS	bioA	2.6.1.62	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
GCA_001614485_00179	CDS	lppC_1		Putative lipoprotein LppC
GCA_001614485_00180	CDS	yeaI_1		Inner membrane protein YeaI
GCA_001614485_00181	CDS			hypothetical protein
GCA_001614485_00182	CDS	tfaE_2		Prophage tail fiber assembly protein TfaE
GCA_001614485_00183	CDS			Glycine betaine transporter
GCA_001614485_00184	CDS			hypothetical protein
GCA_001614485_00185	CDS	cmpR_1		HTH-type transcriptional activator CmpR
GCA_001614485_00186	CDS			hypothetical protein
GCA_001614485_00187	CDS	ydhP_1		Inner membrane transport protein YdhP
GCA_001614485_00188	CDS			hypothetical protein
GCA_001614485_00189	CDS	cirA_1		Colicin I receptor
GCA_001614485_00190	CDS			hypothetical protein
GCA_001614485_00191	CDS			Insertion element IS6110 uncharacterized 12.0 kDa protein
GCA_001614485_00192	CDS			hypothetical protein
GCA_001614485_00193	CDS			hypothetical protein
GCA_001614485_00194	CDS			hypothetical protein
GCA_001614485_00195	CDS			hypothetical protein
GCA_001614485_00196	CDS			hypothetical protein
GCA_001614485_00197	CDS			hypothetical protein
GCA_001614485_00198	CDS			hypothetical protein
GCA_001614485_00199	CDS	cbeA_1		Cytoskeleton bundling-enhancing protein CbeA
GCA_001614485_00200	CDS	cbtA_1		Cytoskeleton-binding toxin CbtA
GCA_001614485_00201	CDS			hypothetical protein
GCA_001614485_00202	CDS	pduV_1		Propanediol utilization protein PduV
GCA_001614485_00203	CDS			hypothetical protein
GCA_001614485_00204	CDS	yeeA		Inner membrane protein YeeA
GCA_001614485_00205	CDS	sbmC_1		DNA gyrase inhibitor
GCA_001614485_00206	CDS	dacD	3.4.16.4	D-alanyl-D-alanine carboxypeptidase DacD
GCA_001614485_00207	CDS	sbcB	3.1.11.1	Exodeoxyribonuclease I
GCA_001614485_00208	CDS			hypothetical protein
GCA_001614485_00209	CDS			hypothetical protein
GCA_001614485_00210	CDS	icd_1	1.1.1.42	Isocitrate dehydrogenase [NADP]
GCA_001614485_00211	CDS	dinF		DNA damage-inducible protein F
GCA_001614485_00212	CDS			hypothetical protein
GCA_001614485_00213	CDS	zur		Zinc uptake regulation protein
GCA_001614485_00214	CDS	dusA	1.3.1.-	tRNA-dihydrouridine(20/20a) synthase
GCA_001614485_00215	CDS	pspG		Phage shock protein G
GCA_001614485_00216	CDS	qorA	1.6.5.5	Quinone oxidoreductase 1
GCA_001614485_00217	CDS	dnaB	3.6.4.12	Replicative DNA helicase
GCA_001614485_00218	CDS	alr	5.1.1.1	Alanine racemase, biosynthetic
GCA_001614485_00219	CDS	tyrB	2.6.1.57	Aromatic-amino-acid aminotransferase
GCA_001614485_00220	CDS			hypothetical protein
GCA_001614485_00221	CDS	ackA	2.7.2.1	Acetate kinase
GCA_001614485_00222	CDS			hypothetical protein
GCA_001614485_00223	CDS			hypothetical protein
GCA_001614485_00224	CDS	yfbT	3.1.3.23	Sugar phosphatase YfbT
GCA_001614485_00225	CDS	sdcS		Sodium-dependent dicarboxylate transporter SdcS
GCA_001614485_00226	CDS	yfbR	3.1.3.89	5'-deoxynucleotidase YfbR
GCA_001614485_00227	CDS	alaA	2.6.1.2	Glutamate-pyruvate aminotransferase AlaA
GCA_001614485_00228	CDS			hypothetical protein
GCA_001614485_00229	CDS		2.3.1.-	Acetyltransferase
GCA_001614485_00230	CDS	rbn	3.1.-.-	Ribonuclease BN
GCA_001614485_00231	CDS	elaD	3.4.22.-	Protease ElaD
GCA_001614485_00232	CDS		3.4.11.10	Bacterial leucyl aminopeptidase
GCA_001614485_00233	CDS			hypothetical protein
GCA_001614485_00234	CDS	nuoN	1.6.5.11	NADH-quinone oxidoreductase subunit N
GCA_001614485_00235	CDS	nuoM	1.6.5.11	NADH-quinone oxidoreductase subunit M
GCA_001614485_00236	CDS	nuoL	1.6.5.11	NADH-quinone oxidoreductase subunit L
GCA_001614485_00237	CDS	nuoK	1.6.5.11	NADH-quinone oxidoreductase subunit K
GCA_001614485_00238	CDS	modE		Transcriptional regulator ModE
GCA_001614485_00239	CDS	acrZ		Multidrug efflux pump accessory protein AcrZ
GCA_001614485_00240	CDS	modA		Molybdate-binding periplasmic protein
GCA_001614485_00241	CDS	modB		Molybdenum transport system permease protein ModB
GCA_001614485_00242	CDS	cysA_1	3.6.3.25	Sulfate/thiosulfate import ATP-binding protein CysA
GCA_001614485_00243	CDS	ybhA	3.1.3.74	Pyridoxal phosphate phosphatase YbhA
GCA_001614485_00244	CDS	pgl	3.1.1.31	6-phosphogluconolactonase
GCA_001614485_00245	CDS	oxyR_1		Hydrogen peroxide-inducible genes activator
GCA_001614485_00246	CDS	galD	5.3.2.8	4-oxalomesaconate tautomerase
GCA_001614485_00247	CDS	mcbR		HTH-type transcriptional regulator McbR
GCA_001614485_00248	CDS	fecA		Fe(3+) dicitrate transport protein FecA
GCA_001614485_00249	CDS	orfC		Antigen Lp49
GCA_001614485_00250	CDS	ansP2		L-asparagine permease 2
GCA_001614485_00251	CDS			hypothetical protein
GCA_001614485_00252	CDS			hypothetical protein
GCA_001614485_00253	CDS	vgrG1_1	6.3.2.-	Actin cross-linking toxin VgrG1
GCA_001614485_00254	CDS	chbB	2.7.1.196	PTS system N,N'-diacetylchitobiose-specific EIIB component
GCA_001614485_00255	CDS	chbC		PTS system N,N'-diacetylchitobiose-specific EIIC component
GCA_001614485_00256	CDS	chbA	2.7.1.196	PTS system N,N'-diacetylchitobiose-specific EIIA component
GCA_001614485_00257	CDS	chbR		HTH-type transcriptional regulator ChbR
GCA_001614485_00258	CDS	chbF	3.2.1.86	6-phospho-beta-glucosidase
GCA_001614485_00259	CDS	chbG	3.5.1.105	Chitooligosaccharide deacetylase ChbG
GCA_001614485_00260	CDS	katE	1.11.1.6	Catalase HPII
GCA_001614485_00261	CDS	cedA		Cell division activator CedA
GCA_001614485_00262	CDS	tcyP		L-cystine uptake protein TcyP
GCA_001614485_00263	CDS	ydjM		Inner membrane protein YdjM
GCA_001614485_00264	CDS			hypothetical protein
GCA_001614485_00265	CDS			hypothetical protein
GCA_001614485_00266	CDS			hypothetical protein
GCA_001614485_00267	CDS			hypothetical protein
GCA_001614485_00268	CDS	xerD_1		Tyrosine recombinase XerD
GCA_001614485_00269	CDS			hypothetical protein
GCA_001614485_00270	CDS	betA	1.1.99.1	Oxygen-dependent choline dehydrogenase
GCA_001614485_00271	CDS	betB	1.2.1.8	NAD/NADP-dependent betaine aldehyde dehydrogenase
GCA_001614485_00272	CDS	betI		HTH-type transcriptional regulator BetI
GCA_001614485_00273	CDS	ylmA	3.6.3.-	putative ABC transporter ATP-binding protein YlmA
GCA_001614485_00274	CDS	galE	5.1.3.2	UDP-glucose 4-epimerase
GCA_001614485_00275	CDS	galT	2.7.7.12	Galactose-1-phosphate uridylyltransferase
GCA_001614485_00276	CDS	galK	2.7.1.6	Galactokinase
GCA_001614485_00277	CDS	galM	5.1.3.3	Aldose 1-epimerase
GCA_001614485_00278	CDS	gpmA	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
GCA_001614485_00279	CDS	aroG	2.5.1.54	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive
GCA_001614485_00280	CDS			hypothetical protein
GCA_001614485_00281	CDS	zitB		Zinc transporter ZitB
GCA_001614485_00282	CDS	pnuC		Nicotinamide riboside transporter PnuC
GCA_001614485_00283	CDS	nadA	2.5.1.72	Quinolinate synthase A
GCA_001614485_00284	tRNA			tRNA-Lys(ttt)
GCA_001614485_00285	CDS	nuoI	1.6.5.11	NADH-quinone oxidoreductase subunit I
GCA_001614485_00286	CDS	nuoH	1.6.5.11	NADH-quinone oxidoreductase subunit H
GCA_001614485_00287	CDS	nuoG	1.6.5.11	NADH-quinone oxidoreductase subunit G
GCA_001614485_00288	CDS	nuoF	1.6.5.11	NADH-quinone oxidoreductase subunit F
GCA_001614485_00289	CDS	nuoE	1.6.5.11	NADH-quinone oxidoreductase subunit E
GCA_001614485_00290	CDS	nuoC	1.6.5.11	NADH-quinone oxidoreductase subunit C/D
GCA_001614485_00291	CDS	nuoB	1.6.5.11	NADH-quinone oxidoreductase subunit B
GCA_001614485_00292	CDS	ndhC	1.6.5.-	NAD(P)H-quinone oxidoreductase subunit 3
GCA_001614485_00293	CDS			hypothetical protein
GCA_001614485_00294	CDS	gltC_1		HTH-type transcriptional regulator GltC
GCA_001614485_00295	CDS	hemG	1.3.5.3	Protoporphyrinogen IX dehydrogenase [menaquinone]
GCA_001614485_00296	CDS	trkH		Trk system potassium uptake protein TrkH
GCA_001614485_00297	CDS	yigZ		IMPACT family member YigZ
GCA_001614485_00298	CDS	pepQ	3.4.13.9	Xaa-Pro dipeptidase
GCA_001614485_00299	CDS	fadB		Fatty acid oxidation complex subunit alpha
GCA_001614485_00300	CDS	fadA	2.3.1.16	3-ketoacyl-CoA thiolase
GCA_001614485_00301	CDS	fre	1.16.1.3	NAD(P)H-flavin reductase
GCA_001614485_00302	CDS	ubiD	4.1.1.98	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
GCA_001614485_00303	CDS	rfaH		Transcription antitermination protein RfaH
GCA_001614485_00304	CDS	tatD	3.1.11.-	3'-5' ssDNA/RNA exonuclease TatD
GCA_001614485_00305	CDS	pth	3.1.1.29	Peptidyl-tRNA hydrolase
GCA_001614485_00306	CDS	ychF		Ribosome-binding ATPase YchF
GCA_001614485_00307	CDS	dhaR		PTS-dependent dihydroxyacetone kinase operon regulatory protein
GCA_001614485_00308	CDS	dhaK	2.7.-.-	PEP-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK
GCA_001614485_00309	CDS	dhaL	2.7.-.-	PEP-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
GCA_001614485_00310	CDS	dhaM	3.5.1.-	Protein-lysine deacetylase
GCA_001614485_00311	CDS	treA	3.2.1.28	Periplasmic trehalase
GCA_001614485_00312	CDS			hypothetical protein
GCA_001614485_00313	CDS	hcp	1.7.99.1	Hydroxylamine reductase
GCA_001614485_00314	CDS	hcr	1.-.-.-	NADH oxidoreductase HCR
GCA_001614485_00315	CDS	poxB	1.2.5.1	Pyruvate dehydrogenase [ubiquinone]
GCA_001614485_00316	CDS	ltaE	4.1.2.48	Low specificity L-threonine aldolase
GCA_001614485_00317	CDS			hypothetical protein
GCA_001614485_00318	CDS			3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase
GCA_001614485_00319	CDS	amiD	3.5.1.28	N-acetylmuramoyl-L-alanine amidase AmiD
GCA_001614485_00320	CDS			hypothetical protein
GCA_001614485_00321	CDS	ybjP		putative lipoprotein YbjP
GCA_001614485_00322	CDS	artP	3.6.3.-	Arginine transport ATP-binding protein ArtP
GCA_001614485_00323	CDS	uvrB		UvrABC system protein B
GCA_001614485_00324	CDS	ybhK		Putative gluconeogenesis factor
GCA_001614485_00325	CDS	moaA	4.1.99.22	GTP 3',8-cyclase
GCA_001614485_00326	CDS	moaB		Molybdenum cofactor biosynthesis protein B
GCA_001614485_00327	CDS	moaC	4.6.1.17	Cyclic pyranopterin monophosphate synthase
GCA_001614485_00328	CDS	moaD		Molybdopterin synthase sulfur carrier subunit
GCA_001614485_00329	CDS	moaE	2.8.1.12	Molybdopterin synthase catalytic subunit
GCA_001614485_00330	CDS	ybhL		Inner membrane protein YbhL
GCA_001614485_00331	CDS			hypothetical protein
GCA_001614485_00332	CDS	ybhN		Inner membrane protein YbhN
GCA_001614485_00333	CDS	clsB	2.7.8.-	Cardiolipin synthase B
GCA_001614485_00334	CDS			hypothetical protein
GCA_001614485_00335	CDS	ybhQ		Inner membrane protein YbhQ
GCA_001614485_00336	CDS	hisI	3.5.4.19	Phosphoribosyl-AMP cyclohydrolase
GCA_001614485_00337	CDS	hisF	4.1.3.-	Imidazole glycerol phosphate synthase subunit HisF
GCA_001614485_00338	CDS	hisA	5.3.1.16	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
GCA_001614485_00339	CDS	hisH	2.4.2.-	Imidazole glycerol phosphate synthase subunit HisH
GCA_001614485_00340	CDS	hisB		Histidine biosynthesis bifunctional protein HisB
GCA_001614485_00341	CDS	hisC	2.6.1.9	Histidinol-phosphate aminotransferase
GCA_001614485_00342	CDS	hisD	1.1.1.23	Histidinol dehydrogenase
GCA_001614485_00343	CDS	hisG	2.4.2.17	ATP phosphoribosyltransferase
GCA_001614485_00344	CDS			hypothetical protein
GCA_001614485_00345	CDS	yhaJ_1		HTH-type transcriptional regulator YhaJ
GCA_001614485_00346	CDS	plaP		Low-affinity putrescine importer PlaP
GCA_001614485_00347	CDS			hypothetical protein
GCA_001614485_00348	CDS	ydeH_1	2.7.7.65	Diguanylate cyclase YdeH
GCA_001614485_00349	CDS			hypothetical protein
GCA_001614485_00350	CDS	dcp_1	3.4.15.5	Dipeptidyl carboxypeptidase
GCA_001614485_00351	CDS	dcp_2	3.4.15.5	Dipeptidyl carboxypeptidase
GCA_001614485_00352	CDS	ydfG	1.1.1.381	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
GCA_001614485_00353	CDS	rspR		HTH-type transcriptional repressor RspR
GCA_001614485_00354	CDS	ydfZ		Putative selenoprotein YdfZ
GCA_001614485_00355	CDS	por_1	1.1.1.-	Polyol:NADP oxidoreductase
GCA_001614485_00356	CDS	proP_1		Proline/betaine transporter
GCA_001614485_00357	CDS			hypothetical protein
GCA_001614485_00358	CDS	tfaE_3		Prophage tail fiber assembly protein TfaE
GCA_001614485_00359	tRNA			tRNA-Asp(gtc)
GCA_001614485_00360	CDS	dkgB_1	1.1.1.346	2,5-diketo-D-gluconic acid reductase B
GCA_001614485_00361	CDS	dmlR_1		HTH-type transcriptional regulator DmlR
GCA_001614485_00362	CDS			hypothetical protein
GCA_001614485_00363	CDS	ycgJ	2.1.1.-	putative methyltransferase YcgJ
GCA_001614485_00364	CDS	mltD	4.2.2.-	Membrane-bound lytic murein transglycosylase D
GCA_001614485_00365	CDS	gloB	3.1.2.6	Hydroxyacylglutathione hydrolase GloB
GCA_001614485_00366	CDS	ubiE_1	2.1.1.163	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
GCA_001614485_00367	CDS	rnhA	3.1.26.4	Ribonuclease HI
GCA_001614485_00368	CDS	dnaQ	2.7.7.7	DNA polymerase III subunit epsilon
GCA_001614485_00369	tRNA			tRNA-Asp(gtc)
GCA_001614485_00370	CDS			hypothetical protein
GCA_001614485_00371	CDS			hypothetical protein
GCA_001614485_00372	CDS			hypothetical protein
GCA_001614485_00373	CDS			hypothetical protein
GCA_001614485_00374	CDS			hypothetical protein
GCA_001614485_00375	CDS			hypothetical protein
GCA_001614485_00376	CDS	clpA		ATP-dependent Clp protease ATP-binding subunit ClpA
GCA_001614485_00377	CDS	clpS		ATP-dependent Clp protease adapter protein ClpS
GCA_001614485_00378	CDS	cspD		Cold shock-like protein CspD
GCA_001614485_00379	CDS	macB_1	3.6.3.-	Macrolide export ATP-binding/permease protein MacB
GCA_001614485_00380	CDS	macA_1		Macrolide export protein MacA
GCA_001614485_00381	CDS			hypothetical protein
GCA_001614485_00382	CDS	recF_1		DNA replication and repair protein RecF
GCA_001614485_00383	CDS	aqpZ		Aquaporin Z
GCA_001614485_00384	CDS	lysO		Lysine exporter LysO
GCA_001614485_00385	CDS			hypothetical protein
GCA_001614485_00386	CDS			hypothetical protein
